id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 1733780.3311907398, 0, 0, 0, 2019-06-20T16:59:23, 1561049963000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.02866762543777539, 627797.9093715881, -0.9937, -2.2177, -9.8185, 2019-06-20T16:59:19, 1561049959000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.000045921819326314486, 129533.70830112614, -0.3152, -2.7521, -6.8564, 2019-06-20T16:59:03, 1561049943000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.014704134899254939, 435226.400063432, 1.0295, -2.3563, -10.7276, 2019-06-20T16:59:04, 1561049944000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04401839897842432, 136396.16718607215, -0.1381, -2.721, -12.0318, 2019-06-20T16:59:05, 1561049945000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0007261951484383915, 182744.57252370613, -0.0989, -3.0476, -8.9512, 2019-06-20T16:59:05, 1561049945000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.003908531884585203, 67546.2330121999, -1.1394, 0.5847, -9.4023, 2019-06-20T16:59:04, 1561049944000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.02313407070873766, 36762.68477492035, 0.4654, -5.9576, -10.2946, 2019-06-20T16:59:11, 1561049951000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.00001308525127813957, 26721.558245145094, -0.3987, -4.3141, -15.4791, 2019-06-20T16:59:03, 1561049943000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000009543109118662858, 16211.275313739408, 0.2879, -3.0244, -15.7267, 2019-06-20T16:59:05, 1561049945000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.0000035381484626593456, 58451.79087060081, -0.1776, -3.1439, -12.7092, 2019-06-20T16:59:05, 1561049945000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.010879923962335098, 17253.164805599146, 0.2884, 0.8146, -2.6296, 2019-06-20T16:59:02, 1561049942000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.017098319269930894, 26577.137833119355, -0.8235, -1.8227, -10.6095, 2019-06-20T16:59:02, 1561049942000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006963266078350777, 5756.761491964914, 1.2657, -4.3094, -9.6917, 2019-06-20T16:59:11, 1561049951000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.00004520148045834563, 4720.880073907849, 0.1614, -6.1563, -16.5344, 2019-06-20T16:59:04, 1561049944000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.001445709314840206, 37541.74069369803, 0.4652, -3.3413, -11.4553, 2019-06-20T16:59:03, 1561049943000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0009041235330067755, 61026.08425823697, -0.7977, -2.8909, -13.7867, 2019-06-20T16:59:03, 1561049943000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000009219771711400158, 2930.5729868478807, -0.5399, -2.7388, -12.3249, 2019-06-20T16:59:02, 1561049942000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00012373202897450833, 847.6561338825467, -0.6705, -8.8228, -21.2261, 2019-06-20T16:59:04, 1561049944000, 1h
