id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 35.26091988892222, 67403071.57727112, -0.1342, 2.4038, 3.8617, 2019-06-24T14:59:27, 1561388367000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 26405189.649928737, 0, 0, 0, 2019-06-24T14:59:21, 1561388361000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0015041487926575835, 6243520.219283853, 0.0285, -1.3933, -5.1999, 2019-06-24T14:59:06, 1561388346000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5305962754454814, 6759330.261757116, -0.3363, -1.8249, -3.7306, 2019-06-24T14:59:07, 1561388347000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.4376435083196932, 12792770.519097256, -0.4091, -3.3547, -12.3537, 2019-06-24T14:59:07, 1561388347000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.023321471489977038, 7473279.447166702, -0.2624, -1.7827, -10.4961, 2019-06-24T14:59:04, 1561388344000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11983109818000898, 1151671.3249913706, -0.1888, -1.9339, -2.6587, 2019-06-24T14:59:04, 1561388344000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.7718904024105953, 1617288.0861636046, 0.3595, 0.1172, -4.9503, 2019-06-24T14:59:08, 1561388348000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012535040287080362, 3051670.461625634, -0.2161, 5.2769, 2.1693, 2019-06-24T14:59:05, 1561388345000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.00031540887072114757, 634069.7816660244, -0.4124, 1.494, -7.5095, 2019-06-24T14:59:05, 1561388345000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004119221632415444, 1218806.2223954159, -0.3109, -0.9611, -13.4318, 2019-06-24T14:59:02, 1561388342000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3737746365975968, 468586.7792988676, -0.3778, 0.6418, 3.7135, 2019-06-24T14:59:01, 1561388341000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5673876818610836, 1214773.7398708588, 0.2185, 0.6587, -2.929, 2019-06-24T14:59:03, 1561388343000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.021674903287498562, 186618.81359440068, -0.148, -2.9117, -12.3038, 2019-06-24T14:59:08, 1561388348000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.057925292568420966, 2344610.6252181637, 0.502, 3.7484, 9.4347, 2019-06-24T14:59:03, 1561388343000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0014687765487402396, 79317.33740344623, -0.4819, -2.1166, -9.7367, 2019-06-24T14:59:03, 1561388343000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.030188049026589243, 2868938.048322554, 0.22, 1.8164, -6.0331, 2019-06-24T14:59:04, 1561388344000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029178181940656074, 92247.04763738037, -0.722, -1.3987, -12.4374, 2019-06-24T14:59:02, 1561388342000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005096972581145992, 477630.848696656, 0.2, 1.3469, -6.2886, 2019-06-24T14:59:06, 1561388346000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.0037814072203090354, 14659.974805022946, -0.7045, -2.329, -22.1288, 2019-06-24T14:59:03, 1561388343000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.351213210410425, 1399303.9371616277, 0.1113, -3.3077, -1.7263, 2019-06-24T14:59:04, 1561388344000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.09864666436282232, 70961.39536712687, 0.0465, 0.1552, -3.5722, 2019-06-24T14:59:05, 1561388345000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000010761839657473288, 141650.60958688523, 0.1556, 1.8092, -8.2413, 2019-06-24T14:59:04, 1561388344000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.00002324824182807402, 114224.87283822663, -0.018, -2.9102, -15.0977, 2019-06-24T14:59:08, 1561388348000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.012798411186805034, 846527.4584402548, -0.159, 0.999, -4.8147, 2019-06-24T14:59:04, 1561388344000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10926077346177489, 80383.39866561603, 1.3522, 9.8802, 4.3769, 2019-06-24T14:59:02, 1561388342000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00021049583948901858, 114562.68318146466, -1.4706, 1.8937, -7.4152, 2019-06-24T14:59:05, 1561388345000, 1h
