id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 1660027.7285826434, 0, 0, 0, 2019-06-20T05:59:28, 1561010368000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.029036774680118442, 592850.8653210001, 0.0314, -0.2987, -8.8532, 2019-06-20T05:59:21, 1561010361000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004657032512642156, 121112.46177620468, -0.7857, -0.7514, -6.0799, 2019-06-20T05:59:03, 1561010343000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.014623355971024888, 470075.04268851655, -0.5643, -0.4535, -11.9573, 2019-06-20T05:59:05, 1561010345000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.044797290856435815, 135318.29924664454, -0.1824, -0.8541, -8.487, 2019-06-20T05:59:06, 1561010346000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0007380727667219417, 167672.38286450165, -0.3096, -1.1965, -7.576, 2019-06-20T05:59:06, 1561010346000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0037855719053205674, 54638.181297796604, -0.6842, -0.0988, -12.0862, 2019-06-20T05:59:05, 1561010345000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.024088680618165673, 30039.32405739034, -0.7982, -1.3496, 0.4525, 2019-06-20T05:59:11, 1561010351000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000013289727099360707, 24700.335157736812, -0.8058, -2.5114, -14.2897, 2019-06-20T05:59:02, 1561010342000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000009481629716878683, 13624.951703132985, -1.0792, -3.5783, -18.2115, 2019-06-20T05:59:05, 1561010345000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.0000035880552644144815, 56045.97808603576, -0.2165, -0.6859, -12.5459, 2019-06-20T05:59:06, 1561010346000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.010811657336942409, 15841.90795450567, -0.0901, 1.1434, -2.6221, 2019-06-20T05:59:02, 1561010342000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.017418365020918262, 29264.181348978884, -0.0858, 0.5346, -9.1481, 2019-06-20T05:59:03, 1561010343000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0007133013415460606, 4747.61257516926, 0.4007, -3.1576, -5.1185, 2019-06-20T05:59:11, 1561010351000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.0000470507342414933, 4027.512492066195, -0.0554, -0.2656, -12.1856, 2019-06-20T05:59:05, 1561010345000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0014693841197435252, 37777.45416335762, -0.7872, -2.796, -7.1285, 2019-06-20T05:59:03, 1561010343000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0009181582914192959, 63742.34270042552, -0.1531, -0.7198, -12.5084, 2019-06-20T05:59:04, 1561010344000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00012823809647204804, 729.7298640122219, -1.104, -5.1248, -17.5514, 2019-06-20T05:59:04, 1561010344000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000009378048082558741, 1728.8792879855234, -0.4168, -0.8984, -11.4088, 2019-06-20T05:59:02, 1561010342000, 1h
null, Zcash, ZEC, BTC, coinmarketcap, 0.011770334636973741, 37649.33066926231, -0.7588, -5.7161, 7.9275, 2019-06-20T05:59:04, 1561010344000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.0001569903081311696, 13911.780410171199, 1.4658, -0.2707, -9.9487, 2019-06-20T05:59:07, 1561010347000, 1h
null, Bitcoin Gold, BTG, BTC, coinmarketcap, 0.0029761913355188002, 2128.075599390309, 0.1772, 2.1984, -7.567, 2019-06-20T05:59:05, 1561010345000, 1h
null, VeChain, VET, BTC, coinmarketcap, 7.84241916209191E-7, 1920.5596120393982, -0.5037, -2.5164, -16.0151, 2019-06-20T05:59:09, 1561010349000, 1h
null, Dogecoin, DOGE, BTC, coinmarketcap, 3.4004349547936876E-7, 3692.169256389311, 0.0827, -0.371, -9.7204, 2019-06-20T05:59:02, 1561010342000, 1h
null, Qtum, QTUM, BTC, coinmarketcap, 0.0003827279887314926, 22627.739038778065, -0.649, -3.2743, -2.8879, 2019-06-20T05:59:04, 1561010344000, 1h
null, Decred, DCR, BTC, coinmarketcap, 0.0030766922099154503, 230.6666056501699, -0.0743, -2.8712, -11.4692, 2019-06-20T05:59:02, 1561010342000, 1h
null, Lisk, LSK, BTC, coinmarketcap, 0.00022393226906389804, 900.4621865603817, -0.3683, -0.2458, -12.9501, 2019-06-20T05:59:02, 1561010342000, 1h
null, Waves, WAVES, BTC, coinmarketcap, 0.00026176416900513253, 1648.9953527028792, -0.1229, 0.3002, -13.0235, 2019-06-20T05:59:03, 1561010343000, 1h
null, Ravencoin, RVN, BTC, coinmarketcap, 0.000006810865459991173, 2609.76437158149, -1.0983, -2.1184, -14.9091, 2019-06-20T05:59:07, 1561010347000, 1h
null, Bitcoin Diamond, BCD, BTC, coinmarketcap, 0.00013816466746022668, 411.15903947943184, 0.051, -1.979, -9.0639, 2019-06-20T05:59:05, 1561010345000, 1h
null, Nano, NANO, BTC, coinmarketcap, 0.00016474344541645908, 633.5218794880788, -1.6947, -0.1506, -16.8298, 2019-06-20T05:59:03, 1561010343000, 1h
null, Bytecoin, BCN, BTC, coinmarketcap, 1.1301055818371725E-7, 6.61616513548666, 3.7982, -1.2011, -2.7563, 2019-06-20T05:59:01, 1561010341000, 1h
null, Bytom, BTM, BTC, coinmarketcap, 0.00002031340239397799, 1340.119717473572, -0.9508, -1.5514, 15.6453, 2019-06-20T05:59:04, 1561010344000, 1h
null, DigiByte, DGB, BTC, coinmarketcap, 0.0000016332098307179154, 337.67015076295655, -0.611, 10.9191, 5.809, 2019-06-20T05:59:01, 1561010341000, 1h
null, BitShares, BTS, BTC, coinmarketcap, 0.00000682315486395159, 574.0686054080495, 0.4246, 0.6151, -10.4568, 2019-06-20T05:59:02, 1561010342000, 1h
null, ICON, ICX, BTC, coinmarketcap, 0.00003908313507019159, 953.0639402951523, 0.1598, -0.6991, -19.1488, 2019-06-20T05:59:05, 1561010345000, 1h
null, Komodo, KMD, BTC, coinmarketcap, 0.00016100667128507546, 323.83264816801926, -0.6801, -5.5997, -20.5257, 2019-06-20T05:59:02, 1561010342000, 1h
null, MonaCoin, MONA, BTC, coinmarketcap, 0.0002565332808253616, 1493.5732153086656, 0.2032, 0.2403, 2.7955, 2019-06-20T05:59:01, 1561010341000, 1h
null, Metaverse ETP, ETP, BTC, coinmarketcap, 0.0002217979694425497, 3337.12675925238, -0.4772, 3.2995, -1.4125, 2019-06-20T05:59:03, 1561010343000, 1h
null, HyperCash, HC, BTC, coinmarketcap, 0.00036098105065013086, 2248.725087849727, -2.2147, 12.4231, 30.1649, 2019-06-20T05:59:04, 1561010344000, 1h
null, Verge, XVG, BTC, coinmarketcap, 9.934038611778312E-7, 255.3284028611187, -0.4168, 0.8042, -12.066, 2019-06-20T05:59:02, 1561010342000, 1h
null, GXChain, GXC, BTC, coinmarketcap, 0.00025839296303523254, 1228.6664443750542, -0.3025, -3.8805, -8.6342, 2019-06-20T05:59:03, 1561010343000, 1h
null, Aeternity, AE, BTC, coinmarketcap, 0.00005702046756445155, 4812.065778277452, -0.0732, 2.1545, -8.8683, 2019-06-20T05:59:04, 1561010344000, 1h
null, Steem, STEEM, BTC, coinmarketcap, 0.00004519673332141225, 179.57738063444882, 0.2281, 0.7103, -12.7997, 2019-06-20T05:59:02, 1561010342000, 1h
null, Ardor, ARDR, BTC, coinmarketcap, 0.000014349828195765946, 1440.2121127648384, 0.5404, 4.5946, 7.2251, 2019-06-20T05:59:02, 1561010342000, 1h
null, Siacoin, SC, BTC, coinmarketcap, 3.3330183797701E-7, 168.65443741381566, -1.1013, -1.961, -16.1956, 2019-06-20T05:59:02, 1561010342000, 1h
null, THETA, THETA, BTC, coinmarketcap, 0.000014525130106262016, 242.54186719451857, 0.3876, 0.1599, -14.6101, 2019-06-20T05:59:06, 1561010346000, 1h
null, Zcoin, XZC, BTC, coinmarketcap, 0.0015613118687969837, 1044.2727994432505, 0.1776, 8.2252, 2.5852, 2019-06-20T05:59:02, 1561010342000, 1h
null, Stratis, STRAT, BTC, coinmarketcap, 0.00010622291164380076, 185.84172095744242, 0.1585, 0.5019, -9.7312, 2019-06-20T05:59:02, 1561010342000, 1h
null, ABBC Coin, ABBC, BTC, coinmarketcap, 0.000019380887388098672, 5319.648802562695, 0.4679, -0.0199, -19.4586, 2019-06-20T05:59:10, 1561010350000, 1h
null, Grin, GRIN, BTC, coinmarketcap, 0.0006116589552162236, 3671.995761249613, -1.7404, -9.5138, 35.4798, 2019-06-20T05:59:11, 1561010351000, 1h
