id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 36.116899319181215, 67883354.95436814, -0.1421, 2.4317, 5.8072, 2019-06-25T11:59:31, 1561463971000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 27310122.714793023, 0, 0, 0, 2019-06-25T11:59:24, 1561463964000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.001490606944220888, 5021360.453008995, -0.1449, -0.7551, -8.98, 2019-06-25T11:59:03, 1561463943000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.434720219015315, 13067293.71423712, 0.6436, -1.4921, -11.4406, 2019-06-25T11:59:06, 1561463946000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5144161588718896, 6065177.338630565, -0.993, -1.5311, -2.9345, 2019-06-25T11:59:06, 1561463946000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.022997217339444907, 7249116.39289787, -0.4697, -1.5757, -11.2176, 2019-06-25T11:59:06, 1561463946000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11816917764407868, 1096732.263644105, 0.5859, -1.9672, -8.1305, 2019-06-25T11:59:04, 1561463944000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.761815303935413, 1352320.5175510142, -0.3481, -1.4847, -7.9228, 2019-06-25T11:59:09, 1561463949000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012594151279542203, 3189671.2155953073, 0.0463, -0.1035, 2.2193, 2019-06-25T11:59:04, 1561463944000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003078594983871202, 461086.69132384914, 0.1018, -2.0388, -8.7119, 2019-06-25T11:59:05, 1561463945000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.00040576833131947677, 1223356.657078334, -0.5427, -1.9953, -14.6268, 2019-06-25T11:59:04, 1561463944000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.367078617956017, 438723.18020267086, -0.5058, -2.5748, 1.1758, 2019-06-25T11:59:02, 1561463942000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5712051187635221, 1055417.4740755209, 0.9031, 0.5039, -3.5075, 2019-06-25T11:59:03, 1561463943000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0014438076354021414, 78915.81756005746, 0.4102, -2.7515, -10.6324, 2019-06-25T11:59:04, 1561463944000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.021005994313242665, 207934.99811481521, 0.9196, -3.7137, -16.0011, 2019-06-25T11:59:10, 1561463950000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05610719728713654, 2011892.8542062903, -0.3388, -3.0981, 9.9271, 2019-06-25T11:59:03, 1561463943000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.029413556255515335, 2503143.0420960444, 0.2182, -1.4345, -8.0351, 2019-06-25T11:59:04, 1561463944000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029281570812750795, 88243.08884021454, 0.1843, -0.2081, -9.9401, 2019-06-25T11:59:02, 1561463942000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005070539338282947, 530205.8681637674, -0.616, 0.6262, -7.2237, 2019-06-25T11:59:06, 1561463946000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.003677173075043568, 19981.374034383236, 0.1397, -4.361, -22.8596, 2019-06-25T11:59:04, 1561463944000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.34415518898158415, 1085285.2053564785, 0.5413, -2.112, -12.2736, 2019-06-25T11:59:03, 1561463943000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.09680849007457525, 58217.494344374594, -0.0142, -1.7916, -4.6215, 2019-06-25T11:59:04, 1561463944000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.0000305258118322876, 665834.3733271238, -2.8276, 30.2875, 13.2956, 2019-06-25T11:59:08, 1561463948000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.013607230634129063, 861281.7223698905, -0.1278, 7.1619, 2.6133, 2019-06-25T11:59:04, 1561463944000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000010762704600918451, 128579.06755209167, -0.0231, -0.3349, -8.1269, 2019-06-25T11:59:02, 1561463942000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10129644453671374, 51329.40312865448, -1.1955, -5.9002, -6.5924, 2019-06-25T11:59:02, 1561463942000, 1h
null, Bitcoin Diamond, BCD, ETH, coinmarketcap, 0.00422499053095738, 24435.666601219415, 0.2547, -1.4776, -13.4821, 2019-06-25T11:59:05, 1561463945000, 1h
