id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 1851558.0561855112, 0, 0, 0, 2019-06-23T23:59:27, 1561334367000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.028480940773613066, 721864.8177548435, -0.2643, -0.8815, -4.3495, 2019-06-23T23:59:21, 1561334361000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004339661727707805, 189159.20737700068, -0.0446, -2.6856, -7.6937, 2019-06-23T23:59:03, 1561334343000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.012656812586231619, 357569.64518220734, -0.8958, -5.0112, -15.7428, 2019-06-23T23:59:04, 1561334344000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04410880982401808, 209873.3281918047, 0.2952, -1.8097, -6.7305, 2019-06-23T23:59:04, 1561334344000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0006704821041983073, 215438.956330092, -0.4888, -4.4202, -13.2257, 2019-06-23T23:59:04, 1561334344000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0033742847581831013, 32881.214900845625, -1.1859, -6.2729, -5.6226, 2019-06-23T23:59:04, 1561334344000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.021720496236794586, 41137.85435683533, -0.5157, -3.482, -7.1305, 2019-06-23T23:59:08, 1561334348000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000008866418434021384, 22010.257174483577, -0.0572, -0.7693, -12.7274, 2019-06-23T23:59:03, 1561334343000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000011781312042368708, 36255.86467596023, -0.6419, -3.577, -17.4304, 2019-06-23T23:59:02, 1561334342000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003416949011332066, 71891.50898315187, -0.8535, -0.9773, -6.3661, 2019-06-23T23:59:04, 1561334344000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.01075696155681326, 11870.951882722507, -0.1483, 0.1107, 1.4138, 2019-06-23T23:59:02, 1561334342000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.01614349757454991, 33200.99415709586, 0.1062, -2.3567, -6.8864, 2019-06-23T23:59:01, 1561334341000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006236178719064817, 5987.163447859694, -1.2611, -0.4844, -12.8761, 2019-06-23T23:59:07, 1561334347000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.0000420612103234333, 2633.953282188517, -0.5558, -3.1093, -15.0451, 2019-06-23T23:59:02, 1561334342000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0015386434549957153, 69357.09051399943, -1.24, -5.4269, -0.9486, 2019-06-23T23:59:03, 1561334343000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.000852788992144345, 86038.97803366136, -0.1993, -0.553, -11.5033, 2019-06-23T23:59:03, 1561334343000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000008321915304162318, 3048.55150783635, -0.6366, -3.7425, -14.4578, 2019-06-23T23:59:01, 1561334341000, 1h
