id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.18161286478003, 52298777.66402619, 0.366, 0.3423, 7.2041, 2019-06-19T19:59:24, 1560974364000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 24246654.854179196, 0, 0, 0, 2019-06-19T19:59:19, 1560974359000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.001615188070362798, 4508857.2002849495, 0.432, 0.1563, 2.8257, 2019-06-19T19:59:03, 1560974343000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.5172286500343466, 14454674.39973175, 0.6663, 3.0558, -4.6964, 2019-06-19T19:59:03, 1560974343000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5452755101466926, 5083777.855006484, -0.0864, 0.1256, -0.1516, 2019-06-19T19:59:04, 1560974344000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.02552451410241522, 5576231.127044664, 0.0772, -0.0682, 1.782, 2019-06-19T19:59:04, 1560974344000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.13202343388485632, 1805486.578046244, 0.0742, 1.6467, -1.2265, 2019-06-19T19:59:04, 1560974344000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.8334437308799193, 1173657.2090924894, -0.5164, 0.2624, 11.6942, 2019-06-19T19:59:10, 1560974350000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004648199628160996, 898911.4434657211, 0.048, -1.2286, -6.0993, 2019-06-19T19:59:03, 1560974343000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.000335342968167875, 451006.57310549775, 0.2349, -1.0021, -9.1193, 2019-06-19T19:59:04, 1560974344000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012500934949855944, 1929564.614635231, 0.1185, 1.8884, -3.4321, 2019-06-19T19:59:04, 1560974344000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3708968148207207, 875904.2086997435, 0.3948, 2.3825, 5.7749, 2019-06-19T19:59:01, 1560974341000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5962956156630154, 1047258.8717575554, 0.0995, -0.8268, 0.4227, 2019-06-19T19:59:03, 1560974343000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.024791570231055177, 178468.6356881406, 0.5301, 0.4143, 2.2504, 2019-06-19T19:59:10, 1560974350000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.001639895635511683, 107336.91974556164, 0.3514, 0.8152, -4.971, 2019-06-19T19:59:03, 1560974343000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05109591397032082, 1318823.8071558012, 0.3514, 0.141, 1.5684, 2019-06-19T19:59:04, 1560974344000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.031637880384205265, 2162920.8028834583, -0.2402, 0.0613, -4.6617, 2019-06-19T19:59:02, 1560974342000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.00460277083695992, 21195.630219741903, 0.0077, -2.5537, -6.935, 2019-06-19T19:59:03, 1560974343000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.0003224918335036775, 90512.34072999655, 0.0688, -0.3893, -4.4167, 2019-06-19T19:59:01, 1560974341000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.4135880601453569, 1595212.1107762516, 1.7365, 2.5454, 20.2558, 2019-06-19T19:59:03, 1560974343000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.00534337564374896, 406560.6748231431, 0.2896, -0.6342, -4.8148, 2019-06-19T19:59:07, 1560974347000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.10023564091131384, 72266.78584572331, -0.0961, -0.6148, -2.641, 2019-06-19T19:59:04, 1560974344000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.000027203341887210603, 68777.58962299542, -0.4048, 0.3928, -9.3719, 2019-06-19T19:59:10, 1560974350000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000011674503788542718, 199993.527258023, 0.2913, -0.7585, -3.0995, 2019-06-19T19:59:02, 1560974342000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.013378101386082692, 753993.1936342187, 0.2189, 0.0581, 6.0179, 2019-06-19T19:59:03, 1560974343000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10534062159064005, 7522.058153651673, 0.0063, -2.6842, -5.1229, 2019-06-19T19:59:01, 1560974341000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00024219436619978923, 82482.66543389305, 0.6597, 5.9886, -5.7532, 2019-06-19T19:59:06, 1560974346000, 1h
