id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 2807834.4681068333, 0, 0, 0, 2019-06-22T23:59:29, 1561247969000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.028721045244894206, 990550.5013688907, 0.0351, -2.7234, -5.7312, 2019-06-22T23:59:20, 1561247960000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.000044718220181192825, 329741.82478153164, 0.2391, 0.4987, -3.9105, 2019-06-22T23:59:04, 1561247944000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.013308779087560223, 507054.30995524715, 0.0122, -3.875, -14.5088, 2019-06-22T23:59:03, 1561247943000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04496569803151524, 326146.79204564384, 0.3911, 2.4855, -5.753, 2019-06-22T23:59:07, 1561247947000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0007013081549828047, 337464.3407078872, -0.0079, -1.0214, -9.8222, 2019-06-22T23:59:05, 1561247945000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0035938323193746044, 42462.29254988799, -0.058, -6.5837, -3.2397, 2019-06-22T23:59:06, 1561247946000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.022414555939645208, 73555.13864768007, -0.1327, 0.6408, -6.0883, 2019-06-22T23:59:10, 1561247950000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.00001216224093124563, 47978.48228350225, -0.0651, -2.1605, -14.8783, 2019-06-22T23:59:04, 1561247944000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000008932359023450387, 22338.1741266481, 0.1936, -0.916, -14.0165, 2019-06-22T23:59:05, 1561247945000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003447756980185567, 87211.60145092939, 0.3124, 2.6541, -6.9362, 2019-06-22T23:59:06, 1561247946000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.01070989576099106, 13694.265334063539, -0.2341, -0.8889, 0.5888, 2019-06-22T23:59:02, 1561247942000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.016512027790032264, 44647.89025741414, 0.3274, -1.1007, -6.1446, 2019-06-22T23:59:02, 1561247942000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.00004323263169490539, 3630.8285261510905, 1.8392, 1.33, -12.5961, 2019-06-22T23:59:04, 1561247944000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006239898952103059, 7651.139406248139, -0.0192, -4.6364, -10.9738, 2019-06-22T23:59:11, 1561247951000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.001609463998010017, 91458.09127519035, 1.4068, 14.8982, 1.2919, 2019-06-22T23:59:04, 1561247944000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0008544913448297866, 103196.59378366165, -0.0701, -2.4249, -12.502, 2019-06-22T23:59:03, 1561247943000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.00000862616432293505, 3193.425299286322, -0.1917, -2.3505, -10.9969, 2019-06-22T23:59:02, 1561247942000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00011351379052914628, 947.0334716282132, 0.1022, -3.8354, -19.5412, 2019-06-22T23:59:04, 1561247944000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.00015116474911292297, 24906.934923971214, 3.1214, 6.4335, -7.2752, 2019-06-22T23:59:07, 1561247947000, 1h
null, Zcash, ZEC, BTC, coinmarketcap, 0.010623063793578164, 66808.56074971364, 0.1609, -3.9465, 1.2474, 2019-06-22T23:59:04, 1561247944000, 1h
