id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 37.99840327791624, 94104054.877577, -0.7027, 5.0987, 11.2621, 2019-06-26T10:59:26, 1561546766000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 35384132.71834276, 0, 0, 0, 2019-06-26T10:59:18, 1561546758000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.001430158784316647, 7710680.127261323, -0.0359, -4.2728, -11.2231, 2019-06-26T10:59:04, 1561546744000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.4755107836594343, 7812178.456225882, 0.2118, -3.4831, -4.7283, 2019-06-26T10:59:03, 1561546743000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.40833617318149196, 14571066.10311683, 0.108, -5.6555, -19.7088, 2019-06-26T10:59:03, 1561546743000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.021803048927507188, 9771296.822980396, 0.1502, -5.611, -14.8822, 2019-06-26T10:59:05, 1561546745000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11304531534467925, 1031818.6659295574, 0.9987, -3.7519, -13.8107, 2019-06-26T10:59:04, 1561546744000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.7249882497703544, 1788510.9166059983, 0.4178, -4.9232, -13.3168, 2019-06-26T10:59:08, 1561546748000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00011695442333119736, 3304376.151890568, 0.0227, -7.279, -5.8992, 2019-06-26T10:59:03, 1561546743000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.00029657746901420705, 847986.0722756261, 0.1538, -3.6398, -12.136, 2019-06-26T10:59:03, 1561546743000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.00038149704970417134, 1759441.4254023721, -0.4235, -6.2578, -18.4196, 2019-06-26T10:59:03, 1561546743000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3226170311792326, 677534.072250556, 1.2171, -12.4388, -12.7034, 2019-06-26T10:59:02, 1561546742000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5383107702660475, 1303279.0149850198, -0.1277, -5.1401, -9.5459, 2019-06-26T10:59:03, 1561546743000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05919775869905328, 3326840.673418313, -0.1643, 4.9368, 14.7458, 2019-06-26T10:59:02, 1561546742000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.001420299413984688, 106932.00350061906, 0.0248, -1.4366, -12.807, 2019-06-26T10:59:02, 1561546742000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.020201027875649164, 258334.9429024919, 1.1527, -3.3285, -19.428, 2019-06-26T10:59:07, 1561546747000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.02823832190007919, 2724004.7117142742, 0.1498, -3.8341, -11.1316, 2019-06-26T10:59:03, 1561546743000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029178261272482236, 121373.11209083564, 1.0348, -0.3206, -10.1053, 2019-06-26T10:59:02, 1561546742000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.00528007276352509, 898656.8205623359, 0.72, 3.2325, -2.1399, 2019-06-26T10:59:05, 1561546745000, 1h
