id, name, base, counter, api, priceUSD, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, USD, coinmarketcap, 10148.6680988, 21599080709.3427, -0.0129731, 5.54287, 17.826, 2019-06-22T03:59:29, 1561175969000, 1h
null, Ethereum, ETH, USD, coinmarketcap, 300.051656481, 9799882579.29838, 1.69877, 8.62617, 13.9115, 2019-06-22T03:59:21, 1561175961000, 1h
null, XRP, XRP, USD, coinmarketcap, 0.444871287075, 1643496326.85729, 0.287015, 2.59841, 9.98615, 2019-06-22T03:59:04, 1561175944000, 1h
null, Litecoin, LTC, USD, coinmarketcap, 139.93968243, 4475351157.15438, 0.710982, 2.51394, 4.76208, 2019-06-22T03:59:05, 1561175945000, 1h
null, Bitcoin Cash, BCH, USD, coinmarketcap, 442.71224581, 1917444667.24679, 0.844247, 5.37614, 6.13583, 2019-06-22T03:59:06, 1561175946000, 1h
null, EOS, EOS, USD, coinmarketcap, 7.18894993946, 2580258756.09098, 1.40139, 3.49435, 8.5978, 2019-06-22T03:59:07, 1561175947000, 1h
null, Binance Coin, BNB, USD, coinmarketcap, 38.3146186193, 451752621.434778, -1.18354, 4.56944, 17.3481, 2019-06-22T03:59:06, 1561175946000, 1h
null, Bitcoin SV, BSV, USD, coinmarketcap, 223.683977302, 466547238.241595, 0.457526, 0.755377, 4.92022, 2019-06-22T03:59:10, 1561175950000, 1h
null, Stellar, XLM, USD, coinmarketcap, 0.124690690585, 273058975.795653, 0.307471, 1.91638, -0.443923, 2019-06-22T03:59:03, 1561175943000, 1h
null, Cardano, ADA, USD, coinmarketcap, 0.0899492801035, 128367569.674847, 0.558348, 1.51321, -0.324671, 2019-06-22T03:59:06, 1561175946000, 1h
null, TRON, TRX, USD, coinmarketcap, 0.0338020513372, 596992769.388856, 1.37609, 2.08182, 3.90245, 2019-06-22T03:59:07, 1561175947000, 1h
null, Monero, XMR, USD, coinmarketcap, 109.379369401, 139464729.388024, -0.0434953, 2.8111, 20.6466, 2019-06-22T03:59:03, 1561175943000, 1h
null, Dash, DASH, USD, coinmarketcap, 168.898655525, 338413468.377053, 0.399187, 3.51042, 9.83337, 2019-06-22T03:59:03, 1561175943000, 1h
null, Cosmos, ATOM, USD, coinmarketcap, 6.59538353743, 66611690.9955401, 1.06569, 1.77928, 6.47392, 2019-06-22T03:59:10, 1561175950000, 1h
null, IOTA, MIOTA, USD, coinmarketcap, 0.425796328509, 25471004.1229726, 0.00593676, 0.790245, -1.70507, 2019-06-22T03:59:05, 1561175945000, 1h
null, NEO, NEO, USD, coinmarketcap, 14.0205979746, 423418592.799553, -0.150805, 2.50583, 4.30898, 2019-06-22T03:59:04, 1561175944000, 1h
null, Ethereum Classic, ETC, USD, coinmarketcap, 8.84929672928, 855730471.942392, 1.35101, 3.16025, 3.75494, 2019-06-22T03:59:05, 1561175945000, 1h
null, NEM, XEM, USD, coinmarketcap, 0.0882222812498, 24656032.2118005, -0.0718708, 1.90991, 3.51835, 2019-06-22T03:59:03, 1561175943000, 1h
null, Tezos, XTZ, USD, coinmarketcap, 1.15594531163, 6961557.80592587, -1.37628, 1.05583, -6.33969, 2019-06-22T03:59:05, 1561175945000, 1h
null, Zcash, ZEC, USD, coinmarketcap, 110.005853167, 533227840.229199, 0.106661, -1.35616, 21.3254, 2019-06-22T03:59:05, 1561175945000, 1h
null, Ontology, ONT, USD, coinmarketcap, 1.44209894279, 168443887.063038, 1.22828, 1.77357, 1.58711, 2019-06-22T03:59:07, 1561175947000, 1h
null, Bitcoin Gold, BTG, USD, coinmarketcap, 29.4763803328, 20592769.8135695, 2.29899, 4.07305, 9.16685, 2019-06-22T03:59:06, 1561175946000, 1h
null, Dogecoin, DOGE, USD, coinmarketcap, 0.00323299002103, 43619692.3150304, -0.263788, 1.99671, 4.03462, 2019-06-22T03:59:03, 1561175943000, 1h
null, VeChain, VET, USD, coinmarketcap, 0.00673600949918, 30490326.0418109, -0.207589, -2.74177, -8.04529, 2019-06-22T03:59:08, 1561175948000, 1h
null, Qtum, QTUM, USD, coinmarketcap, 3.594867354, 238064410.951371, 0.303921, 1.66751, 4.34966, 2019-06-22T03:59:05, 1561175945000, 1h
null, Decred, DCR, USD, coinmarketcap, 29.7799683708, 7450218.1104403, -0.305324, 1.4381, 11.652, 2019-06-22T03:59:03, 1561175943000, 1h
null, Lisk, LSK, USD, coinmarketcap, 2.11867342869, 10009131.0379695, 0.293995, 3.85552, 4.85284, 2019-06-22T03:59:03, 1561175943000, 1h
null, Bitcoin Diamond, BCD, USD, coinmarketcap, 1.31033720801, 5700119.65043438, 0.698513, 1.82155, 8.03372, 2019-06-22T03:59:06, 1561175946000, 1h
null, Ravencoin, RVN, USD, coinmarketcap, 0.0622011064153, 18699890.3195689, 1.23682, -0.0346361, 1.15631, 2019-06-22T03:59:07, 1561175947000, 1h
null, Waves, WAVES, USD, coinmarketcap, 2.34546451729, 20947800.8318277, 0.0809541, -1.74898, -0.439809, 2019-06-22T03:59:04, 1561175944000, 1h
null, Nano, NANO, USD, coinmarketcap, 1.42707699877, 5762005.31335502, -0.219754, -2.43956, -9.87444, 2019-06-22T03:59:04, 1561175944000, 1h
