id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 36.517047853751265, 72939264.5919348, 0.2824, 3.2053, 6.7775, 2019-06-25T18:59:30, 1561489170000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 28555383.378818505, 0, 0, 0, 2019-06-25T18:59:18, 1561489158000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0014923319821516046, 5515985.868871051, -0.0343, -0.0327, -8.0191, 2019-06-25T18:59:02, 1561489142000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5182971954015407, 6617558.429476454, 0.1965, -0.3172, -1.9245, 2019-06-25T18:59:05, 1561489145000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.42767824132882704, 13515099.639275273, -0.2564, -2.0649, -14.4853, 2019-06-25T18:59:04, 1561489144000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.022811686582554135, 7860285.152353372, -0.1269, -1.7522, -11.1695, 2019-06-25T18:59:05, 1561489145000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11652567704845715, 1012066.4915907631, -0.9441, -3.5136, -10.0836, 2019-06-25T18:59:03, 1561489143000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.7636077748621241, 1410220.6297404235, 0.3168, 0.7154, -8.2993, 2019-06-25T18:59:07, 1561489147000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.0001239014284974676, 3080115.3479787437, -0.3459, -1.0258, 0.5971, 2019-06-25T18:59:03, 1561489143000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.00030549635913821026, 456408.4950537083, -0.1188, -2.4174, -9.513, 2019-06-25T18:59:03, 1561489143000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004016574124625018, 1490373.2767397426, -0.2261, -2.432, -14.9042, 2019-06-25T18:59:03, 1561489143000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3698171884550468, 492368.1112121471, -0.1665, -1.9738, 1.9073, 2019-06-25T18:59:02, 1561489142000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.568386006068358, 1032819.9385261694, -0.154, -0.3835, -5.073, 2019-06-25T18:59:02, 1561489142000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05812587445809839, 2252339.499982883, 0.2502, 0.8863, 13.8507, 2019-06-25T18:59:03, 1561489143000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.02098187166926654, 234704.06177057858, -0.2239, -2.2371, -15.4211, 2019-06-25T18:59:08, 1561489148000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.001432641837279818, 80242.58293147336, -0.1695, -2.8488, -11.8747, 2019-06-25T18:59:02, 1561489142000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.02936915936895843, 2444756.6494946806, -0.001, -1.2143, -7.6011, 2019-06-25T18:59:03, 1561489143000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.0002908469124620439, 95087.32255668133, 0.1344, -0.4472, -10.3215, 2019-06-25T18:59:01, 1561489141000, 1h
