id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 2315849.7086911984, 0, 0, 0, 2019-06-22T07:59:24, 1561190364000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.028587419056877467, 958190.516380831, -0.0644, -1.2132, -6.4727, 2019-06-22T07:59:22, 1561190362000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004242026416273604, 181645.35107824655, 0.226, -5.6116, -9.6656, 2019-06-22T07:59:05, 1561190345000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.013229001007048243, 454902.6682347563, 0.0805, -6.3906, -15.1838, 2019-06-22T07:59:07, 1561190347000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.041762353510458206, 196102.06028043988, 0.0044, -4.1066, -13.8591, 2019-06-22T07:59:05, 1561190345000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0006814443439466596, 275286.97814987355, -0.1643, -5.2871, -11.6564, 2019-06-22T07:59:05, 1561190345000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0036165557761276374, 45122.237289646226, 0.2617, -3.6942, -4.9747, 2019-06-22T07:59:05, 1561190345000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.021082318147141454, 46936.68814172683, 0.0179, -7.1757, -14.4767, 2019-06-22T07:59:10, 1561190350000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000011892073211105261, 28025.661089805988, 0.3171, -6.2116, -18.2419, 2019-06-22T07:59:04, 1561190344000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000008535073042914525, 13537.934744455995, -0.2591, -6.9512, -18.9967, 2019-06-22T07:59:04, 1561190344000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.0000032454122496451098, 62563.69024381857, 0.2926, -4.7673, -14.0313, 2019-06-22T07:59:05, 1561190345000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.010592276811151853, 13977.448326559903, 0.2721, -4.3632, -0.4319, 2019-06-22T07:59:03, 1561190343000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.016297819765640372, 37336.392454293695, 0.4301, -2.5546, -8.3879, 2019-06-22T07:59:04, 1561190344000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006239378559634538, 6720.5611882791345, -0.7287, -5.3527, -13.3755, 2019-06-22T07:59:11, 1561190351000, 1h
