id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 2429395.300225643, 0, 0, 0, 2019-06-23T07:59:29, 1561276769000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.029276631138368273, 894048.5160699968, 0.2364, 2.5368, -2.5618, 2019-06-23T07:59:16, 1561276756000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.000044695901747005515, 321093.50680548255, -0.2144, 5.1655, -2.9704, 2019-06-23T07:59:04, 1561276744000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.013220826031856394, 462352.44538834126, 0.3569, 0.0652, -12.6441, 2019-06-23T07:59:03, 1561276743000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04575134656654047, 334709.9348022356, 0.3371, 9.628, -3.4193, 2019-06-23T07:59:06, 1561276746000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.000701363405755064, 294800.8430150157, 0.2058, 2.9638, -9.3349, 2019-06-23T07:59:05, 1561276745000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0035181965583982525, 34663.25876235219, 0.3462, -2.4056, -3.2193, 2019-06-23T07:59:05, 1561276745000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.022529629487880905, 69871.04908990234, 0.2732, 6.968, -4.2064, 2019-06-23T07:59:12, 1561276752000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000009336232853931107, 24214.72949393527, 4.2854, 9.5054, -8.343, 2019-06-23T07:59:05, 1561276745000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000012294435531647166, 46920.20031621048, 1.161, 3.5455, -13.0827, 2019-06-23T07:59:02, 1561276742000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003458733140976104, 84522.11682512389, 0.2887, 6.7479, -5.2492, 2019-06-23T07:59:06, 1561276746000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.0108588391365331, 12282.882081427624, 0.0494, 2.5158, 3.0021, 2019-06-23T07:59:01, 1561276741000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.016458593868246312, 40264.42038049853, 0.0252, 1.2634, -5.5134, 2019-06-23T07:59:02, 1561276742000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006443866783515185, 6858.539020758031, 0.8296, 3.3144, -6.6614, 2019-06-23T07:59:12, 1561276752000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0017141467149287355, 105748.55145995853, 0.889, 26.0446, 10.1187, 2019-06-23T07:59:04, 1561276744000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.000043184181416617316, 3410.739320353939, 0.3435, 5.3188, -12.5119, 2019-06-23T07:59:04, 1561276744000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0008756391909332019, 97803.45057466942, 0.1703, 4.5889, -8.7708, 2019-06-23T07:59:04, 1561276744000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000008687699271481475, 3425.437917917939, 0.2047, 3.9865, -9.3472, 2019-06-23T07:59:02, 1561276742000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00011524778680902886, 916.1718146180489, 0.0324, 5.2392, -17.5484, 2019-06-23T07:59:05, 1561276745000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.00015173945120704058, 24100.209465699176, -0.0417, 10.4601, -5.3411, 2019-06-23T07:59:08, 1561276748000, 1h
null, Zcash, ZEC, BTC, coinmarketcap, 0.010566657963713802, 56979.445305070316, 0.0135, 1.0847, 2.9209, 2019-06-23T07:59:03, 1561276743000, 1h
null, Bitcoin Gold, BTG, BTC, coinmarketcap, 0.0028559196000958365, 2849.5376547680276, 0.5301, 3.8278, -5.1042, 2019-06-23T07:59:05, 1561276745000, 1h
null, VeChain, VET, BTC, coinmarketcap, 6.741699821307157E-7, 5263.432690994072, -0.011, 7.6429, -16.1392, 2019-06-23T07:59:10, 1561276750000, 1h
null, Dogecoin, DOGE, BTC, coinmarketcap, 3.0554936269292747E-7, 4637.623488479574, 0.3172, -0.7747, -13.6039, 2019-06-23T07:59:03, 1561276743000, 1h
null, Qtum, QTUM, BTC, coinmarketcap, 0.00037204048397039324, 30890.355655220792, 0.2334, 8.6071, -4.9525, 2019-06-23T07:59:04, 1561276744000, 1h
null, Decred, DCR, BTC, coinmarketcap, 0.002874526237279638, 4961.203664748215, 2.256, 3.4338, -8.9682, 2019-06-23T07:59:02, 1561276742000, 1h
null, Lisk, LSK, BTC, coinmarketcap, 0.00020205076509270263, 1162.608625292304, 0.2478, 5.9268, -12.7506, 2019-06-23T07:59:02, 1561276742000, 1h
null, Bitcoin Diamond, BCD, BTC, coinmarketcap, 0.0001250968300545307, 1446.0036914440939, 0.6689, 1.6093, -8.8745, 2019-06-23T07:59:06, 1561276746000, 1h
null, Ravencoin, RVN, BTC, coinmarketcap, 0.000006019597170817125, 2958.7483997990475, 1.0486, 5.9042, -11.5768, 2019-06-23T07:59:07, 1561276747000, 1h
null, Waves, WAVES, BTC, coinmarketcap, 0.00022627313194198217, 2101.05973909298, 0.4471, 2.8703, -14.9197, 2019-06-23T07:59:03, 1561276743000, 1h
null, Nano, NANO, BTC, coinmarketcap, 0.00014510587950727295, 862.9175254447116, 0.1522, 7.0102, -16.8615, 2019-06-23T07:59:03, 1561276743000, 1h
null, Bytom, BTM, BTC, coinmarketcap, 0.000018466881003979126, 2867.880290864964, 2.6441, 7.0343, -2.518, 2019-06-23T07:59:05, 1561276745000, 1h
null, Bytecoin, BCN, BTC, coinmarketcap, 9.844947244563043E-8, 10.102590666015075, -3.133, -1.5717, -9.8506, 2019-06-23T07:59:01, 1561276741000, 1h
null, BitShares, BTS, BTC, coinmarketcap, 0.000006096666816547554, 802.8328448781499, 0.2549, 0.3158, -13.8555, 2019-06-23T07:59:01, 1561276741000, 1h
null, MonaCoin, MONA, BTC, coinmarketcap, 0.00024886872795284857, 2778.4085704264867, -0.004, -3.1998, 13.0503, 2019-06-23T07:59:01, 1561276741000, 1h
null, DigiByte, DGB, BTC, coinmarketcap, 0.0000013648572798683513, 175.38247642235373, 2.632, 2.7505, -3.6221, 2019-06-23T07:59:01, 1561276741000, 1h
null, ICON, ICX, BTC, coinmarketcap, 0.00003312985270303669, 1501.2489225508775, 1.2945, 4.8157, -20.1868, 2019-06-23T07:59:06, 1561276746000, 1h
null, Komodo, KMD, BTC, coinmarketcap, 0.00013508863520717015, 705.3316154123345, 2.748, 1.8396, -22.9447, 2019-06-23T07:59:03, 1561276743000, 1h
null, HyperCash, HC, BTC, coinmarketcap, 0.0003538668992032498, 1786.9749568306554, -0.9838, 13.1725, 20.0169, 2019-06-23T07:59:05, 1561276745000, 1h
null, GXChain, GXC, BTC, coinmarketcap, 0.0002603147808670123, 2704.4120921862477, 13.5084, 23.8043, -1.236, 2019-06-23T07:59:04, 1561276744000, 1h
null, Verge, XVG, BTC, coinmarketcap, 8.697572507592849E-7, 328.16956074446284, 0.5403, 4.3598, -14.7191, 2019-06-23T07:59:02, 1561276742000, 1h
null, Aeternity, AE, BTC, coinmarketcap, 0.00004886439187464377, 4311.780943023483, -0.0206, 1.8082, -17.0803, 2019-06-23T07:59:04, 1561276744000, 1h
null, Metaverse ETP, ETP, BTC, coinmarketcap, 0.000176614350079579, 3727.991282071017, 0.0979, -3.3861, -15.2143, 2019-06-23T07:59:04, 1561276744000, 1h
null, Siacoin, SC, BTC, coinmarketcap, 3.01821000616966E-7, 525.8219873154153, 0.1866, 3.7793, -16.3197, 2019-06-23T07:59:02, 1561276742000, 1h
null, Steem, STEEM, BTC, coinmarketcap, 0.00003769930055380923, 226.7844643193178, -0.979, 2.7979, -16.6033, 2019-06-23T07:59:02, 1561276742000, 1h
null, ABBC Coin, ABBC, BTC, coinmarketcap, 0.000022330377182810428, 4828.961317016787, -2.9375, 21.8246, 3.986, 2019-06-23T07:59:11, 1561276751000, 1h
null, Ardor, ARDR, BTC, coinmarketcap, 0.000011147980441186947, 343.3732203968751, 0.0423, -1.3505, -3.2442, 2019-06-23T07:59:02, 1561276742000, 1h
null, THETA, THETA, BTC, coinmarketcap, 0.000012280008966919927, 486.14721177414583, 0.5973, 5.1602, -14.2894, 2019-06-23T07:59:07, 1561276747000, 1h
null, Zcoin, XZC, BTC, coinmarketcap, 0.0012103438217701621, 458.1607414344461, -0.5269, 0.8497, -6.1224, 2019-06-23T07:59:03, 1561276743000, 1h
null, Stratis, STRAT, BTC, coinmarketcap, 0.00008974484019122836, 296.6602115085471, -0.1252, 5.5479, -20.7735, 2019-06-23T07:59:02, 1561276742000, 1h
null, Energi, NRG, BTC, coinmarketcap, 0.0005017683782731446, 66.10518300732166, -0.6214, 10.7739, 11.3234, 2019-06-23T07:59:10, 1561276750000, 1h
null, TrueChain, TRUE, BTC, coinmarketcap, 0.00009356765864888929, 5937.935352941971, -0.5042, 2.4516, -19.7791, 2019-06-23T07:59:07, 1561276747000, 1h
null, Nebulas, NAS, BTC, coinmarketcap, 0.00015024403871829854, 999.1966823224869, 2.8096, 12.2471, -16.9166, 2019-06-23T07:59:05, 1561276745000, 1h
null, Grin, GRIN, BTC, coinmarketcap, 0.0005362329985948407, 5691.444291580677, 2.6282, 14.9183, 2.3751, 2019-06-23T07:59:12, 1561276752000, 1h
null, Project Pai, PAI, BTC, coinmarketcap, 0.000004676778239975598, 302.40970036994645, 1.5113, 4.9851, -23.4425, 2019-06-23T07:59:09, 1561276749000, 1h
null, Horizen, ZEN, BTC, coinmarketcap, 0.001008702003254528, 97.61188269265848, 0.6143, -4.1083, -12.8643, 2019-06-23T07:59:04, 1561276744000, 1h
null, ReddCoin, RDD, BTC, coinmarketcap, 2.2604499073420543E-7, 47.97691190541934, 1.9347, 1.7007, 7.4348, 2019-06-23T07:59:01, 1561276741000, 1h
null, NULS, NULS, BTC, coinmarketcap, 0.00009110355828541833, 1159.4049089816265, -0.5269, 2.8347, -17.121, 2019-06-23T07:59:05, 1561276745000, 1h
null, Elastos, ELA, BTC, coinmarketcap, 0.000383428359980008, 1103.5412699986844, 2.7015, 11.8281, -13.2187, 2019-06-23T07:59:07, 1561276747000, 1h
null, Ark, ARK, BTC, coinmarketcap, 0.00004902490340246218, 88.36790800388778, 0.0621, 1.1147, -23.4025, 2019-06-23T07:59:03, 1561276743000, 1h
null, Factom, FCT, BTC, coinmarketcap, 0.0005483103032228961, 35.3031795408737, 2.5413, -1.1231, -14.5835, 2019-06-23T07:59:02, 1561276742000, 1h
null, Electroneum, ETN, BTC, coinmarketcap, 5.385314197764147E-7, 32.88171985768094, 0.4651, 1.3473, -16.7097, 2019-06-23T07:59:06, 1561276746000, 1h
null, WaykiChain, WICC, BTC, coinmarketcap, 0.000026733236653265682, 263.81111286251877, -1.1165, -1.8939, -7.6909, 2019-06-23T07:59:06, 1561276746000, 1h
null, Thunder Token, TT, BTC, coinmarketcap, 0.0000016365294576674208, 1121.9123283507045, 0.6091, -1.8648, -25.5452, 2019-06-23T07:59:12, 1561276752000, 1h
null, Aion, AION, BTC, coinmarketcap, 0.000013954521643642678, 276.9685159744812, 1.8152, 3.1116, -29.5134, 2019-06-23T07:59:05, 1561276745000, 1h
null, Ether Zero, ETZ, BTC, coinmarketcap, 0.00002503522968746388, 193.20239936500982, 0.125, -2.4046, -17.3018, 2019-06-23T07:59:09, 1561276749000, 1h
null, Theta Fuel, TFUEL, BTC, coinmarketcap, 0.0000010651635783841244, 513.0447417849483, 1.8049, 0.801, -20.3538, 2019-06-23T07:59:12, 1561276752000, 1h
null, MOAC, MOAC, BTC, coinmarketcap, 0.00006377049995330598, 3.304633579733508, 0.5656, -5.0864, -26.3455, 2019-06-23T07:59:07, 1561276747000, 1h
null, Newton, NEW, BTC, coinmarketcap, 3.3177529900382686E-7, 902.8482284475895, 0.9134, -0.4361, -19.6361, 2019-06-23T07:59:12, 1561276752000, 1h
null, Wanchain, WAN, BTC, coinmarketcap, 0.00003713922230621873, 238.48221357048368, 1.9522, 6.0001, -24.5648, 2019-06-23T07:59:08, 1561276748000, 1h
null, PIVX, PIVX, BTC, coinmarketcap, 0.00006793746790731266, 84.16726050320536, -0.0259, 2.7086, -15.4833, 2019-06-23T07:59:02, 1561276742000, 1h
null, IPChain, IPC, BTC, coinmarketcap, 0.000049471591604394645, 246.54827241936846, 0.29, 4.1294, -14.3866, 2019-06-23T07:59:07, 1561276747000, 1h
null, Metadium, META, BTC, coinmarketcap, 0.0000030676120271684988, 353.9487629436601, -0.7328, 6.2756, -14.7654, 2019-06-23T07:59:11, 1561276751000, 1h
null, Nxt, NXT, BTC, coinmarketcap, 0.000003614563202397624, 122.9543945123458, 0.7981, -1.1626, -10.5699, 2019-06-23T07:59:01, 1561276741000, 1h
null, TomoChain, TOMO, BTC, coinmarketcap, 0.00005903046008199967, 164.760847948672, 0.0918, -3.0152, 1.0809, 2019-06-23T07:59:07, 1561276747000, 1h
null, CyberMiles, CMT, BTC, coinmarketcap, 0.000004269814361521205, 958.0125535444581, -0.3615, 5.1981, -34.2188, 2019-06-23T07:59:06, 1561276746000, 1h
null, Beam, BEAM, BTC, coinmarketcap, 0.00014150175095706602, 4029.9080772058637, -0.526, 18.1563, 43.1807, 2019-06-23T07:59:12, 1561276752000, 1h
null, Unobtanium, UNO, BTC, coinmarketcap, 0.01449356192788581, 0.11802425336676237, -0.0099, -0.0273, 0.0306, 2019-06-23T07:59, 1561276740000, 1h
null, Groestlcoin, GRS, BTC, coinmarketcap, 0.00003973653922702324, 150.5363945614184, 0.2848, 3.1958, -16.3764, 2019-06-23T07:59:01, 1561276741000, 1h
null, Skycoin, SKY, BTC, coinmarketcap, 0.00018265553275256043, 112.14528750125285, 1.9664, 1.4971, 2.0248, 2019-06-23T07:59:03, 1561276743000, 1h
null, Vertcoin, VTC, BTC, coinmarketcap, 0.0000550725441094753, 76.2033633352473, 0.7902, 1.4184, -8.29, 2019-06-23T07:59:01, 1561276741000, 1h
null, Syscoin, SYS, BTC, coinmarketcap, 0.0000049046633765694034, 74.34366135574543, -0.1165, 6.7087, -28.19, 2019-06-23T07:59:01, 1561276741000, 1h
null, CasinoCoin, CSC, BTC, coinmarketcap, 6.81458449589217E-8, 4.9553245015763, 0.4068, 10.8244, -25.4227, 2019-06-23T07:59, 1561276740000, 1h
null, #MetaHash, MHC, BTC, coinmarketcap, 0.000002111385731422793, 45.363272135795995, -0.3961, -3.7011, -20.8981, 2019-06-23T07:59:12, 1561276752000, 1h
null, PLATINCOIN, PLC, BTC, coinmarketcap, 0.0035420418843299974, 357.10006963110425, 0.4063, 13.5267, 4.9068, 2019-06-23T07:59:11, 1561276751000, 1h
null, BHPCoin, BHP, BTC, coinmarketcap, 0.00014815771207939206, 569.8647974723274, 0.2081, -4.9267, -18.5613, 2019-06-23T07:59:09, 1561276749000, 1h
null, Obyte, GBYTE, BTC, coinmarketcap, 0.003478984361246589, 6.977412023141093, 6.908, 7.2132, -14.6665, 2019-06-23T07:59:03, 1561276743000, 1h
null, Pirate Chain, ARRR, BTC, coinmarketcap, 0.000022172910036498738, 2.7040752911295614, -0.1772, 0.493, -0.4872, 2019-06-23T07:59:12, 1561276752000, 1h
null, Einsteinium, EMC2, BTC, coinmarketcap, 0.000010301814363193037, 116.36670883553975, 0.8135, 0.0918, -21.4325, 2019-06-23T07:59:01, 1561276741000, 1h
null, BOScoin, BOS, BTC, coinmarketcap, 0.000003555753047544942, 3.129083566918203, 7.1719, -5.0991, 46.7744, 2019-06-23T07:59:05, 1561276745000, 1h
null, Nexus, NXS, BTC, coinmarketcap, 0.00003534102233672092, 30.66292969281646, -0.4215, 1.302, -10.5951, 2019-06-23T07:59:01, 1561276741000, 1h
null, Apollo Currency, APL, BTC, coinmarketcap, 1.482069834686322E-7, 3.4008957793389647, 2.8647, 5.2442, -22.4917, 2019-06-23T07:59:09, 1561276749000, 1h
null, IRISnet, IRIS, BTC, coinmarketcap, 0.000006467136272789228, 183.7963003483981, 0.0361, 1.863, -12.9908, 2019-06-23T07:59:12, 1561276752000, 1h
null, Quantum Resistant Ledger, QRL, BTC, coinmarketcap, 0.000029935461184643345, 10.969144658798681, -0.0424, -2.4101, -25.5148, 2019-06-23T07:59:04, 1561276744000, 1h
null, SaluS, SLS, BTC, coinmarketcap, 0.001975709169971836, 0.5736156436129096, -3.4421, 2.3689, 1.5627, 2019-06-23T07:59:02, 1561276742000, 1h
null, High Performance Blockchain, HPB, BTC, coinmarketcap, 0.00004579003697521751, 547.3027104715884, -0.1453, -4.9956, -18.3579, 2019-06-23T07:59:06, 1561276746000, 1h
null, TTC, TTC, BTC, coinmarketcap, 0.000009356194136957063, 225.8968654827406, 0.1226, 5.5831, -20.0511, 2019-06-23T07:59:10, 1561276750000, 1h
null, Particl, PART, BTC, coinmarketcap, 0.0002187947229016495, 10.651867964014802, -0.4844, -8.7, -29.093, 2019-06-23T07:59:04, 1561276744000, 1h
null, Achain, ACT, BTC, coinmarketcap, 0.0000019133110417460845, 194.76440726805612, 1.0314, 5.7366, -6.6694, 2019-06-23T07:59:05, 1561276745000, 1h
null, VeriBlock, VBK, BTC, coinmarketcap, 0.000003546354783110953, 82.4142336591626, 1.1087, 22.6813, -3.3435, 2019-06-23T07:59:12, 1561276752000, 1h
