id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.8193130591308, 62080640.964720726, -0.2293, 2.0539, 10.3087, 2019-06-20T19:59:26, 1561060766000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 21702605.222835734, 0, 0, 0, 2019-06-20T19:59:20, 1561060760000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.001585316264949845, 4530799.7930667605, -0.3035, -1.6263, 2.3867, 2019-06-20T19:59:03, 1561060743000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.5010105743196278, 14765498.344032982, -0.0405, -3.0062, -2.5625, 2019-06-20T19:59:04, 1561060744000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5264635765859957, 4670684.648830285, -0.1637, -1.105, -3.9451, 2019-06-20T19:59:05, 1561060745000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.025096349398593062, 6699548.109996928, -0.672, -1.5959, 0.0931, 2019-06-20T19:59:05, 1561060745000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.13477219567108015, 2430516.5187480943, 0.2302, 2.1433, -0.1965, 2019-06-20T19:59:04, 1561060744000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.8047164589241762, 1302095.3124610814, 0.5977, -3.4203, -0.4809, 2019-06-20T19:59:11, 1561060751000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004509292226999108, 939093.7618906052, -0.1321, -2.9509, -7.1315, 2019-06-20T19:59:01, 1561060741000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003261802928766323, 560017.6712026612, -0.1356, -2.641, -7.6724, 2019-06-20T19:59:04, 1561060744000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012165060683140045, 2004268.6090140673, 0.0539, -2.6433, -4.2954, 2019-06-20T19:59:04, 1561060744000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.37968526713861017, 591843.0095681363, 0.1103, 2.339, 8.2935, 2019-06-20T19:59:02, 1561060742000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.596415097982976, 918763.866459302, 0.8116, 0.0117, -0.6541, 2019-06-20T19:59:02, 1561060742000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.02356682514008379, 206943.67929920624, -1.0064, -4.8014, -3.5881, 2019-06-20T19:59:11, 1561060751000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0015576598298126206, 155528.63062099964, -0.5746, -4.758, -8.8938, 2019-06-20T19:59:03, 1561060743000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.03133391563995308, 2149181.2132087243, -0.1036, -1.2042, -5.0926, 2019-06-20T19:59:02, 1561060742000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.04962244779966984, 1293983.0235917224, -0.1729, -3.0518, -3.5288, 2019-06-20T19:59:03, 1561060743000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.0003169167094068959, 108925.49607458692, -0.2966, -1.7048, -4.0493, 2019-06-20T19:59:02, 1561060742000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.004307016265951793, 30309.948839902216, 0.4321, -6.326, -12.7471, 2019-06-20T19:59:04, 1561060744000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.4034473734812831, 1040505.8888566656, 1.3623, -1.7033, 16.6502, 2019-06-20T19:59:03, 1561060743000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005148644266639141, 653968.1393462355, -0.7307, -3.6209, -8.3704, 2019-06-20T19:59:07, 1561060747000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.1045295261568424, 75869.98529450291, 0.2749, 3.8622, 2.0643, 2019-06-20T19:59:04, 1561060744000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.000025918342570829, 87531.03547565125, -1.0999, -5.0151, -11.4925, 2019-06-20T19:59:09, 1561060749000, 1h
