id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 2556193.47698483, 0, 0, 0, 2019-06-26T13:59:31, 1561557571000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.0264811494058162, 956948.3313177167, -1.0209, -3.8801, -9.701, 2019-06-26T13:59:21, 1561557561000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.000037825274230408514, 213682.99059125182, -1.5034, -8.2943, -19.939, 2019-06-26T13:59:05, 1561557545000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.03935637387607173, 216825.27306716307, -1.5519, -6.0028, -13.2621, 2019-06-26T13:59:05, 1561557545000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.01067928183303121, 385690.8944373317, -1.7305, -10.2338, -28.7332, 2019-06-26T13:59:06, 1561557546000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0005770707327997443, 267528.59106376785, -1.774, -8.8793, -23.0924, 2019-06-26T13:59:04, 1561557544000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0029476475878725578, 27799.75108177055, -2.0484, -8.9529, -23.705, 2019-06-26T13:59:03, 1561557543000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.019189195108845855, 48982.88048018581, -1.0338, -8.8117, -21.7754, 2019-06-26T13:59:09, 1561557549000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.0000030811074480802877, 88754.41575185982, -1.24, -10.5331, -15.6354, 2019-06-26T13:59:04, 1561557544000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000007821539870188358, 23392.91670718312, -1.8696, -7.4507, -20.8177, 2019-06-26T13:59:04, 1561557544000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000010110892184807608, 46289.12921797508, -0.9843, -9.4586, -26.1715, 2019-06-26T13:59:03, 1561557543000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.008243093100221418, 19447.413840190227, -0.1659, -19.3002, -24.0143, 2019-06-26T13:59:02, 1561557542000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.014061497351805048, 35358.77878374593, -1.148, -10.6402, -19.4447, 2019-06-26T13:59:02, 1561557542000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0015636706207609575, 86443.93353220366, -1.1334, -1.782, 3.8556, 2019-06-26T13:59:03, 1561557543000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.00003705449442934033, 2899.271126792384, -0.7689, -7.2245, -22.6895, 2019-06-26T13:59:02, 1561557542000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0005344219433923373, 6814.187877656798, -1.404, -8.2142, -26.8905, 2019-06-26T13:59:08, 1561557548000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0007402977560657438, 73687.16417613598, -1.7814, -8.4422, -20.5768, 2019-06-26T13:59:03, 1561557543000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000007657466658982979, 3359.902024978497, -1.8538, -4.2802, -19.3985, 2019-06-26T13:59:01, 1561557541000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.00013718934225140654, 21585.65267875561, -1.5888, -6.0543, -12.9759, 2019-06-26T13:59:05, 1561557545000, 1h
null, Zcash, ZEC, BTC, coinmarketcap, 0.008531257383630924, 39452.85729494453, 0.2116, -9.8292, -29.8535, 2019-06-26T13:59:03, 1561557543000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00008454086490607136, 791.8289874004547, -0.2046, -14.5438, -37.5772, 2019-06-26T13:59:02, 1561557542000, 1h
null, Bitcoin Gold, BTG, BTC, coinmarketcap, 0.0025376540457305993, 1798.0057491076009, -1.0708, -5.256, -13.6425, 2019-06-26T13:59:03, 1561557543000, 1h
null, Qtum, QTUM, BTC, coinmarketcap, 0.00044356787875775847, 70190.8266771086, -1.9503, 14.7545, 12.1014, 2019-06-26T13:59:03, 1561557543000, 1h
null, VeChain, VET, BTC, coinmarketcap, 7.068233278341833E-7, 16081.107318033122, -2.6793, -16.9354, -11.8019, 2019-06-26T13:59:06, 1561557546000, 1h
null, Dogecoin, DOGE, BTC, coinmarketcap, 2.6061370689580913E-7, 3928.4665084398775, -2.1211, -12.1059, -23.6901, 2019-06-26T13:59:03, 1561557543000, 1h
null, Decred, DCR, BTC, coinmarketcap, 0.0026965738397931203, 3055.6063699505494, -0.2237, -3.4622, -12.7033, 2019-06-26T13:59:01, 1561557541000, 1h
null, V Systems, VSYS, BTC, coinmarketcap, 0.000012562371717335002, 1054.9044569819332, -1.6168, -2.7877, -11.0227, 2019-06-26T13:59:07, 1561557547000, 1h
null, Bitcoin Diamond, BCD, BTC, coinmarketcap, 0.00010701723726587625, 1010.710613402682, -1.0715, -7.8405, -23.7245, 2019-06-26T13:59:03, 1561557543000, 1h
null, Lisk, LSK, BTC, coinmarketcap, 0.00016287705560014584, 956.6761652252102, -1.1696, -11.0597, -28.345, 2019-06-26T13:59:01, 1561557541000, 1h
null, Ravencoin, RVN, BTC, coinmarketcap, 0.000004845874856680982, 2867.3775564237, -2.0761, -12.7646, -31.7001, 2019-06-26T13:59:04, 1561557544000, 1h
null, HyperCash, HC, BTC, coinmarketcap, 0.0004266279210042741, 8057.565093215625, -5.972, -0.621, 27.8319, 2019-06-26T13:59:02, 1561557542000, 1h
null, Waves, WAVES, BTC, coinmarketcap, 0.00018044647450353682, 2289.5677049004, -2.3937, -11.2652, -31.1522, 2019-06-26T13:59:02, 1561557542000, 1h
null, BitShares, BTS, BTC, coinmarketcap, 0.000005891600038400726, 1297.4567759556496, 0.8401, -4.2654, -13.6148, 2019-06-26T13:59:01, 1561557541000, 1h
null, Bytom, BTM, BTC, coinmarketcap, 0.000015427980790869364, 4126.357563866709, -1.6036, -7.6705, -25.6549, 2019-06-26T13:59:02, 1561557542000, 1h
null, Nano, NANO, BTC, coinmarketcap, 0.00011372313067981363, 799.7740133333839, -1.582, -12.6487, -31.7346, 2019-06-26T13:59:01, 1561557541000, 1h
null, Bytecoin, BCN, BTC, coinmarketcap, 8.714717080053885E-8, 15.486892192000019, 11.5009, -6.374, -22.1752, 2019-06-26T13:59:01, 1561557541000, 1h
null, MonaCoin, MONA, BTC, coinmarketcap, 0.00022220761867065524, 1846.445042982472, -1.5649, -11.1948, -12.0259, 2019-06-26T13:59:01, 1561557541000, 1h
null, DigiByte, DGB, BTC, coinmarketcap, 0.0000011483587162278411, 171.2459394799975, -2.5342, -6.1131, -24.6646, 2019-06-26T13:59:01, 1561557541000, 1h
null, ICON, ICX, BTC, coinmarketcap, 0.00002789546274163666, 2170.7725066216462, -3.9798, -7.7255, -30.0195, 2019-06-26T13:59:02, 1561557542000, 1h
null, ABBC Coin, ABBC, BTC, coinmarketcap, 0.000024579381006751254, 6699.76584075951, 0.9661, 9.2249, 28.1624, 2019-06-26T13:59:06, 1561557546000, 1h
null, Aeternity, AE, BTC, coinmarketcap, 0.00004425729229047718, 2861.8421352461028, -2.0994, -9.3028, -23.6733, 2019-06-26T13:59:02, 1561557542000, 1h
null, Energi, NRG, BTC, coinmarketcap, 0.000684232450689881, 193.21187548158878, -3.9818, -5.7721, 56.429, 2019-06-26T13:59:05, 1561557545000, 1h
null, Verge, XVG, BTC, coinmarketcap, 7.501286290752095E-7, 349.03053474936854, -0.2403, -9.0916, -24.6387, 2019-06-26T13:59:01, 1561557541000, 1h
null, Komodo, KMD, BTC, coinmarketcap, 0.00010328927055027182, 495.7006614344617, -1.4318, -13.4098, -38.9924, 2019-06-26T13:59:01, 1561557541000, 1h
null, Siacoin, SC, BTC, coinmarketcap, 2.72651290959348E-7, 365.01065964142356, -0.3573, -6.3521, -20.1546, 2019-06-26T13:59:01, 1561557541000, 1h
null, Metaverse ETP, ETP, BTC, coinmarketcap, 0.0001558506316457796, 4430.325214406061, -2.428, -9.6307, -30.1511, 2019-06-26T13:59:02, 1561557542000, 1h
null, GXChain, GXC, BTC, coinmarketcap, 0.0001810254737070028, 2595.739203127622, -2.2241, -13.3545, -31.8288, 2019-06-26T13:59:02, 1561557542000, 1h
null, Steem, STEEM, BTC, coinmarketcap, 0.00003412204817742272, 272.88957601525186, -0.665, -6.7949, -25.0132, 2019-06-26T13:59:01, 1561557541000, 1h
null, Ardor, ARDR, BTC, coinmarketcap, 0.000009827645341184946, 325.45995977677256, -1.2525, -7.1321, -30.6945, 2019-06-26T13:59:01, 1561557541000, 1h
null, THETA, THETA, BTC, coinmarketcap, 0.000010553659187957361, 831.9360391053677, -1.0147, -13.2644, -27.1692, 2019-06-26T13:59:03, 1561557543000, 1h
null, Stratis, STRAT, BTC, coinmarketcap, 0.00007752123696185323, 363.269356404014, -2.7056, -9.918, -27.4449, 2019-06-26T13:59:01, 1561557541000, 1h
null, Zcoin, XZC, BTC, coinmarketcap, 0.000968166467308642, 262.0741190783022, -1.1645, -13.5029, -35.7907, 2019-06-26T13:59:01, 1561557541000, 1h
null, Nebulas, NAS, BTC, coinmarketcap, 0.00013548877212578997, 1159.77171798393, -2.4142, -9.3438, -20.5968, 2019-06-26T13:59:02, 1561557542000, 1h
null, Grin, GRIN, BTC, coinmarketcap, 0.0004506007701652866, 3903.8396050435476, -1.8073, -6.5553, -29.1973, 2019-06-26T13:59:07, 1561557547000, 1h
null, Project Pai, PAI, BTC, coinmarketcap, 0.000004216042123728292, 542.1818731224167, -2.0193, -10.442, -22.1268, 2019-06-26T13:59:05, 1561557545000, 1h
null, TrueChain, TRUE, BTC, coinmarketcap, 0.00007508325871206525, 5004.208040569705, -0.4965, -11.9846, -30.7163, 2019-06-26T13:59:04, 1561557544000, 1h
null, Elastos, ELA, BTC, coinmarketcap, 0.0003621049587307241, 1148.6837279157257, -3.918, 0.4315, -12.0822, 2019-06-26T13:59:03, 1561557543000, 1h
