id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 1751141.208740905, 0, 0, 0, 2019-06-25T02:59:29, 1561431569000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.02822503201091773, 745953.6104853245, 0.4697, -0.675, -3.7772, 2019-06-25T02:59:20, 1561431560000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004274781723345866, 149367.371040627, 1.6412, -0.6861, -10.6322, 2019-06-25T02:59:06, 1561431546000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.043309390480925934, 169018.65271291172, 1.0524, -1.3094, -6.4487, 2019-06-25T02:59:06, 1561431546000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.01231747601628768, 355265.3239934456, 0.1794, -2.6917, -14.4662, 2019-06-25T02:59:05, 1561431545000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0006564808094775596, 200770.8181996867, 0.4955, -1.9612, -14.057, 2019-06-25T02:59:06, 1561431546000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0033971436335928267, 29884.13141311552, 0.3357, -1.1959, -7.6589, 2019-06-25T02:59:06, 1561431546000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.02138011020043276, 39116.40327501946, -0.0422, -1.8972, -10.5323, 2019-06-25T02:59:11, 1561431551000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003487262888092492, 83422.78159720765, 0.5738, 1.2393, -4.0615, 2019-06-25T02:59:06, 1561431546000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000008886294990758658, 12334.239517245434, 1.0602, -0.0619, -11.0159, 2019-06-25T02:59:06, 1561431546000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000011608159545780978, 35176.20855245348, 0.6273, -1.6491, -17.166, 2019-06-25T02:59:03, 1561431543000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.010660588289229243, 11970.903669636979, 0.2597, 0.538, 0.3896, 2019-06-25T02:59:03, 1561431543000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.015981380100389766, 30938.098416776033, -0.1477, -1.0543, -7.0001, 2019-06-25T02:59:05, 1561431545000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.00004156589124745329, 1904.2926101852554, 0.9864, 0.099, -11.8001, 2019-06-25T02:59:05, 1561431545000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006036019605749851, 5300.852273494479, 0.4462, -4.2436, -19.1455, 2019-06-25T02:59:11, 1561431551000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0016255293533325764, 63213.7948909759, -0.1271, 4.7151, 7.4647, 2019-06-25T02:59:05, 1561431545000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0008420409215353537, 70054.1945676064, -0.0312, -0.8698, -10.6849, 2019-06-25T02:59:05, 1561431545000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.00000833747779633386, 2763.7426733404586, 1.2391, -0.859, -13.7771, 2019-06-25T02:59:03, 1561431543000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.0001464352928720998, 13891.941902352031, 1.9746, 3.2314, -10.5167, 2019-06-25T02:59:08, 1561431548000, 1h
