id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 1576879.6974039052, 0, 0, 0, 2019-06-19T20:59:26, 1560977966000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.029287507858306423, 681411.6607014415, 0.0756, -0.002, -6.7548, 2019-06-19T20:59:21, 1560977961000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004713865528717169, 124005.1041665662, -0.2065, -0.01, -4.2651, 2019-06-19T20:59:05, 1560977945000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.015206178187635368, 423635.70319504786, 0.4379, 3.0255, -10.3218, 2019-06-19T20:59:06, 1560977946000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04504561265914298, 144322.65016444385, -0.342, -0.1523, -7.1436, 2019-06-19T20:59:07, 1560977947000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.0007478917527681258, 156185.0629144208, 0.1798, 0.2087, -4.8748, 2019-06-19T20:59:06, 1560977946000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.003862744189220932, 52363.61192983501, 0.0417, 1.5531, -7.9364, 2019-06-19T20:59:05, 1560977945000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.02424311706533736, 33541.6331652625, -0.5888, -0.3556, 3.6847, 2019-06-19T20:59:10, 1560977950000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000013614717539516914, 25693.29375578117, 0.0528, -1.0685, -12.2622, 2019-06-19T20:59:04, 1560977944000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000009811535758967374, 13111.924775011745, -0.0075, -1.1768, -15.2403, 2019-06-19T20:59:05, 1560977945000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003653880157149326, 55898.225774611485, -0.1537, 1.3722, -10.0707, 2019-06-19T20:59:06, 1560977946000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.01091672593198833, 26025.0280708199, 0.5516, 2.7044, -0.7534, 2019-06-19T20:59:03, 1560977943000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.01749195324962276, 29701.63217921227, 0.2355, -0.5725, -6.2787, 2019-06-19T20:59:03, 1560977943000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0007256331988631932, 4979.0559745104965, -0.0083, 0.5436, -4.2782, 2019-06-19T20:59:10, 1560977950000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.000047821314996016794, 3288.3310485665033, -0.2213, 0.301, -11.5813, 2019-06-19T20:59:04, 1560977944000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.0015120918141324562, 38558.73322755763, 1.0954, 1.3224, -4.2096, 2019-06-19T20:59:04, 1560977944000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0009303464765909154, 62843.90553845618, 0.3289, 0.4274, -10.732, 2019-06-19T20:59:04, 1560977944000, 1h
null, Tezos, XTZ, BTC, coinmarketcap, 0.00013439037720335958, 607.5024475831284, -0.0271, -2.888, -13.3781, 2019-06-19T20:59:04, 1560977944000, 1h
null, NEM, XEM, BTC, coinmarketcap, 0.000009444543132036453, 2515.6188489800043, 0.1171, -0.546, -10.655, 2019-06-19T20:59:03, 1560977943000, 1h
null, Zcash, ZEC, BTC, coinmarketcap, 0.012072772859642771, 45013.98007954174, -0.1555, 1.4702, 11.3972, 2019-06-19T20:59:04, 1560977944000, 1h
null, Ontology, ONT, BTC, coinmarketcap, 0.00015667034710078998, 11735.599764049917, 0.2086, -0.5493, -10.8861, 2019-06-19T20:59:06, 1560977946000, 1h
null, Bitcoin Gold, BTG, BTC, coinmarketcap, 0.0029712063502498544, 2144.476877753156, 1.2854, 0.4901, -7.891, 2019-06-19T20:59:05, 1560977945000, 1h
null, VeChain, VET, BTC, coinmarketcap, 7.98429306433379E-7, 2010.5307905692132, 0.1815, 0.1798, -15.127, 2019-06-19T20:59:08, 1560977948000, 1h
null, Dogecoin, DOGE, BTC, coinmarketcap, 3.4039909072233385E-7, 5790.706832112473, -0.3736, -1.3694, -9.8649, 2019-06-19T20:59:03, 1560977943000, 1h
null, Qtum, QTUM, BTC, coinmarketcap, 0.00039153880434572547, 21857.476609956575, 0.1565, -0.1344, -0.964, 2019-06-19T20:59:04, 1560977944000, 1h
null, Decred, DCR, BTC, coinmarketcap, 0.003086603033727657, 210.99440280912617, 0.1974, -2.7719, -11.2753, 2019-06-19T20:59:03, 1560977943000, 1h
null, Ravencoin, RVN, BTC, coinmarketcap, 0.0000070759484267779316, 2324.8156945553496, -0.1188, 4.6385, -12.0931, 2019-06-19T20:59:06, 1560977946000, 1h
null, Lisk, LSK, BTC, coinmarketcap, 0.00022677141391943693, 700.7025608721855, 0.011, -0.0075, -12.1569, 2019-06-19T20:59:03, 1560977943000, 1h
null, Waves, WAVES, BTC, coinmarketcap, 0.0002637716787750426, 2932.44745743456, 0.1157, 0.9048, -12.1074, 2019-06-19T20:59:04, 1560977944000, 1h
null, Bitcoin Diamond, BCD, BTC, coinmarketcap, 0.00013972190684593497, 471.97720075194115, 0.2561, -0.1555, -8.3727, 2019-06-19T20:59:05, 1560977945000, 1h
null, Nano, NANO, BTC, coinmarketcap, 0.00016656578954695633, 312.67897934287566, 0.2185, -0.6976, -14.4614, 2019-06-19T20:59:04, 1560977944000, 1h
null, Bytecoin, BCN, BTC, coinmarketcap, 1.1434283027674622E-7, 6.19548880933687, 3.4575, 6.2731, -2.6763, 2019-06-19T20:59:03, 1560977943000, 1h
null, Bytom, BTM, BTC, coinmarketcap, 0.000020702193499756846, 1569.4186280103343, -0.3412, -1.4476, 19.9284, 2019-06-19T20:59:04, 1560977944000, 1h
null, Komodo, KMD, BTC, coinmarketcap, 0.00017050655798661124, 333.0336209201008, -0.0532, 0.011, -16.5138, 2019-06-19T20:59:03, 1560977943000, 1h
null, ICON, ICX, BTC, coinmarketcap, 0.000040199856498133755, 858.0586674165644, 0.298, 2.0694, -17.7629, 2019-06-19T20:59:05, 1560977945000, 1h
null, BitShares, BTS, BTC, coinmarketcap, 0.000006936003218082749, 584.2959608526362, 2.263, 2.3038, -8.8523, 2019-06-19T20:59:03, 1560977943000, 1h
null, DigiByte, DGB, BTC, coinmarketcap, 0.0000015506625143000398, 272.9670431150207, 1.2363, 9.5613, -0.8158, 2019-06-19T20:59:03, 1560977943000, 1h
null, MonaCoin, MONA, BTC, coinmarketcap, 0.00025535089680581315, 1863.4385099775752, 0.4185, 4.9994, 5.378, 2019-06-19T20:59:02, 1560977942000, 1h
null, Metaverse ETP, ETP, BTC, coinmarketcap, 0.00022516108506614915, 3236.77600800411, 0.2671, 3.8878, 1.6603, 2019-06-19T20:59:04, 1560977944000, 1h
null, Verge, XVG, BTC, coinmarketcap, 0.0000010005555547572247, 292.271588504436, -0.7971, 0.6485, -10.9366, 2019-06-19T20:59:03, 1560977943000, 1h
null, GXChain, GXC, BTC, coinmarketcap, 0.0002623854459707619, 1531.2627833919678, -0.192, 0.2496, -7.5429, 2019-06-19T20:59:04, 1560977944000, 1h
null, Aeternity, AE, BTC, coinmarketcap, 0.00005764282630256275, 4551.695517217414, 0.6525, 2.6113, -7.9671, 2019-06-19T20:59:04, 1560977944000, 1h
null, HyperCash, HC, BTC, coinmarketcap, 0.00035477083967612737, 1841.0189518076415, 3.6476, 16.1288, 28.9527, 2019-06-19T20:59:04, 1560977944000, 1h
null, Steem, STEEM, BTC, coinmarketcap, 0.000045252914827434834, 144.05482846374932, -0.1665, -0.312, -14.5803, 2019-06-19T20:59:03, 1560977943000, 1h
null, Siacoin, SC, BTC, coinmarketcap, 3.433045843331807E-7, 173.46471845647773, 0.6749, -0.0309, -13.2719, 2019-06-19T20:59:03, 1560977943000, 1h
null, Ardor, ARDR, BTC, coinmarketcap, 0.000013642107026862056, 1460.7417577213077, -0.2127, 13.8356, 4.2039, 2019-06-19T20:59:03, 1560977943000, 1h
