id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.42015608322419, 57419256.08753442, 0.0758, 0.4728, 9.3225, 2019-06-20T02:59:23, 1560999563000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 20479663.513170227, 0, 0, 0, 2019-06-20T02:59:18, 1560999558000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.001620462833677176, 4270107.5421634, 0.1452, 0.4515, 4.1731, 2019-06-20T02:59:02, 1560999542000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.5070463419470392, 16277417.305285469, -0.3517, -0.4443, -3.2375, 2019-06-20T02:59:06, 1560999546000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5471417272406571, 4814815.495131608, 0.2621, -0.6284, 0.9377, 2019-06-20T02:59:04, 1560999544000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.025505018318355922, 5762390.11227496, -0.1165, -0.3812, 2.1089, 2019-06-20T02:59:05, 1560999545000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.13104230309397263, 1893119.5155427381, 0.3122, 0.9341, -2.3678, 2019-06-20T02:59:04, 1560999544000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.832703994071181, 1047225.774912901, -0.0628, -0.4629, 13.0209, 2019-06-20T02:59:10, 1560999550000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.000461584808601423, 856141.3690880553, 0.2113, -1.7932, -5.4305, 2019-06-20T02:59:03, 1560999543000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.00033398701477242823, 425263.48809909413, 0.0549, -0.8591, -8.751, 2019-06-20T02:59:04, 1560999544000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.0001236804863087306, 1922765.4733839962, -0.2308, -0.533, -3.7873, 2019-06-20T02:59:04, 1560999544000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3728526664355749, 536734.0319262006, 0.0305, 2.4738, 7.0442, 2019-06-20T02:59:01, 1560999541000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.6013535727052136, 1034854.3586084965, -0.1185, 0.6426, 0.3625, 2019-06-20T02:59:02, 1560999542000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.024663843005178283, 165059.8223177246, 0.357, -0.8152, 4.1838, 2019-06-20T02:59:10, 1560999550000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0016215336379144386, 127881.10055113015, 0.1254, -0.3001, -4.0247, 2019-06-20T02:59:03, 1560999543000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05107398701961475, 1315012.0033835396, 0.0112, -0.9663, 2.7311, 2019-06-20T02:59:03, 1560999543000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.03164259584726783, 2189486.3831646927, -0.1813, -0.4841, -4.1865, 2019-06-20T02:59:03, 1560999543000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.004450368753381017, 23705.296916174004, -0.1121, -3.9587, -9.2528, 2019-06-20T02:59:03, 1560999543000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.0003239129031729096, 55507.49283822155, -0.0857, -0.31, -2.7814, 2019-06-20T02:59:02, 1560999542000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.41199876761507576, 1438401.1738625, -0.3822, -2.8148, 19.3893, 2019-06-20T02:59:03, 1560999543000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005332359035701815, 444397.3241755363, 0.0066, -1.1723, -3.051, 2019-06-20T02:59:07, 1560999547000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.10223396210773422, 75209.06429682099, -0.5561, 1.3069, 1.0062, 2019-06-20T02:59:04, 1560999544000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.000027169520392480196, 67699.70857135691, -0.0564, -2.2949, -7.7505, 2019-06-20T02:59:08, 1560999548000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000011665851402917016, 132671.04784447697, 0.2678, -0.9893, -1.6751, 2019-06-20T02:59:03, 1560999543000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.013298060710600626, 800370.8423095855, 0.0284, -1.164, 7.1966, 2019-06-20T02:59:04, 1560999544000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10563011022678702, 7885.941467273635, -0.1734, -3.1466, -3.4401, 2019-06-20T02:59:02, 1560999542000, 1h
null, Lisk, LSK, ETH, coinmarketcap, 0.007678941933130716, 29172.61304658437, -0.1837, -0.357, -5.2386, 2019-06-20T02:59:02, 1560999542000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00023791802853988093, 89333.5102547516, -0.3536, 1.4488, -5.7739, 2019-06-20T02:59:07, 1560999547000, 1h
null, Waves, WAVES, ETH, coinmarketcap, 0.009018183753268332, 53775.54480937311, 0.1285, 0.3779, -4.6704, 2019-06-20T02:59:02, 1560999542000, 1h
null, Bitcoin Diamond, BCD, ETH, coinmarketcap, 0.004769576556127713, 14779.059775608193, -0.0591, -1.8785, -0.2849, 2019-06-20T02:59:05, 1560999545000, 1h
null, Nano, NANO, ETH, coinmarketcap, 0.005789478407963907, 21796.973450956575, -1.9778, 0.9435, -6.0741, 2019-06-20T02:59:02, 1560999542000, 1h
null, Bytom, BTM, ETH, coinmarketcap, 0.0007127978793141633, 50074.889102122215, 0.1759, 0.6615, 30.6743, 2019-06-20T02:59:03, 1560999543000, 1h
null, DigiByte, DGB, ETH, coinmarketcap, 0.000058996163103509135, 11314.698387348864, 6.2284, 19.9382, 20.6654, 2019-06-20T02:59:01, 1560999541000, 1h
null, Bytecoin, BCN, ETH, coinmarketcap, 0.000003754758128255858, 263.2781874151018, 0.1589, -0.5504, 2.4277, 2019-06-20T02:59:01, 1560999541000, 1h
null, Komodo, KMD, ETH, coinmarketcap, 0.005596210338115202, 11220.512579445147, -0.5926, -4.0409, -12.2896, 2019-06-20T02:59:02, 1560999542000, 1h
null, ICON, ICX, ETH, coinmarketcap, 0.0013360485683326152, 32826.874432647535, -0.2487, -1.2166, -12.4322, 2019-06-20T02:59:04, 1560999544000, 1h
null, BitShares, BTS, ETH, coinmarketcap, 0.00023636186478861405, 20435.71344435975, -0.0729, 1.3416, -1.5793, 2019-06-20T02:59:01, 1560999541000, 1h
null, MonaCoin, MONA, ETH, coinmarketcap, 0.00875249826197942, 67030.04360595893, -1.5064, 2.4374, 12.2647, 2019-06-20T02:59:01, 1560999541000, 1h
null, Metaverse ETP, ETP, ETH, coinmarketcap, 0.00767099917709609, 116430.7321262399, -0.0852, 3.6826, 8.6867, 2019-06-20T02:59:02, 1560999542000, 1h
null, Verge, XVG, ETH, coinmarketcap, 0.00003438096567667159, 8523.337662614122, 0.549, 1.1427, -3.0681, 2019-06-20T02:59:01, 1560999541000, 1h
null, Aeternity, AE, ETH, coinmarketcap, 0.001968919397010149, 154451.6637347991, 0.1102, 2.2351, 0.0243, 2019-06-20T02:59:03, 1560999543000, 1h
null, GXChain, GXC, ETH, coinmarketcap, 0.008866430164953054, 45785.6439098028, 1.1554, -5.2234, -0.4456, 2019-06-20T02:59:03, 1560999543000, 1h
null, HyperCash, HC, ETH, coinmarketcap, 0.012187587146172683, 70010.7450673525, -1.0502, 13.4697, 39.7693, 2019-06-20T02:59:03, 1560999543000, 1h
null, Steem, STEEM, ETH, coinmarketcap, 0.0015340793751983115, 5023.81510061323, -0.4049, -1.4081, -6.6886, 2019-06-20T02:59:02, 1560999542000, 1h
null, Siacoin, SC, ETH, coinmarketcap, 0.000011602391114873527, 5839.244058957736, -0.3478, -1.094, -7.1893, 2019-06-20T02:59:02, 1560999542000, 1h
