id, name, base, counter, api, priceBTC, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, BTC, coinmarketcap, 1, 2016079.4487466705, 0, 0, 0, 2019-06-21T08:59:28, 1561107568000, 1h
null, Ethereum, ETH, BTC, coinmarketcap, 0.029332624100918744, 810253.3514387822, 1.9258, 1.2779, -5.5167, 2019-06-21T08:59:20, 1561107560000, 1h
null, XRP, XRP, BTC, coinmarketcap, 0.00004512414616268726, 152340.88903929398, 0.6159, -3.1954, -6.7877, 2019-06-21T08:59:02, 1561107542000, 1h
null, Litecoin, LTC, BTC, coinmarketcap, 0.014128463606458714, 422881.4893127342, 0.2503, -3.4548, -10.7389, 2019-06-21T08:59:04, 1561107544000, 1h
null, Bitcoin Cash, BCH, BTC, coinmarketcap, 0.04371530595054934, 157463.71487319656, 0.6946, -2.0617, -12.1078, 2019-06-21T08:59:04, 1561107544000, 1h
null, EOS, EOS, BTC, coinmarketcap, 0.000721952596942679, 224698.59510088433, 0.6141, -2.0856, -7.5141, 2019-06-21T08:59:05, 1561107545000, 1h
null, Binance Coin, BNB, BTC, coinmarketcap, 0.0037724392444280865, 61881.60007634359, 0.8824, 1.1671, -8.5509, 2019-06-21T08:59:04, 1561107544000, 1h
null, Bitcoin SV, BSV, BTC, coinmarketcap, 0.022701338719640633, 49449.7532426388, 0.2294, -6.0736, -9.7329, 2019-06-21T08:59:10, 1561107550000, 1h
null, Stellar, XLM, BTC, coinmarketcap, 0.000012692960511918347, 30120.197246772925, 0.3387, -4.3162, -15.6652, 2019-06-21T08:59:02, 1561107542000, 1h
null, Cardano, ADA, BTC, coinmarketcap, 0.000009277206885888413, 16821.119116457296, 1.5469, -2.8398, -14.9754, 2019-06-21T08:59:04, 1561107544000, 1h
null, TRON, TRX, BTC, coinmarketcap, 0.000003446089336060405, 63007.452730681056, 1.4933, -4.1147, -12.1834, 2019-06-21T08:59:05, 1561107545000, 1h
null, Monero, XMR, BTC, coinmarketcap, 0.01115196358064608, 18277.33980993948, 1.035, 1.9727, 2.7622, 2019-06-21T08:59:01, 1561107541000, 1h
null, Dash, DASH, BTC, coinmarketcap, 0.016727876960218546, 26227.46083665419, 0.2271, -3.394, -10.2872, 2019-06-21T08:59:03, 1561107543000, 1h
null, Cosmos, ATOM, BTC, coinmarketcap, 0.0006608977395491162, 7210.279434315055, 0.8446, -5.9438, -12.3913, 2019-06-21T08:59:10, 1561107550000, 1h
null, IOTA, MIOTA, BTC, coinmarketcap, 0.000044200087551149256, 3836.112145361465, 0.7493, -5.1962, -16.5594, 2019-06-21T08:59:03, 1561107543000, 1h
null, NEO, NEO, BTC, coinmarketcap, 0.001416741435123974, 42097.55541896064, 0.3228, -2.9574, -10.3027, 2019-06-21T08:59:02, 1561107542000, 1h
null, Ethereum Classic, ETC, BTC, coinmarketcap, 0.0008813550760916746, 68664.38548767245, -0.4821, -3.2907, -13.5635, 2019-06-21T08:59:02, 1561107542000, 1h
