id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 36.138177753062216, 67596060.6696445, 0.0275, 2.3548, 5.8991, 2019-06-25T12:59:28, 1561467568000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 26950889.03080743, 0, 0, 0, 2019-06-25T12:59:18, 1561467558000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0014974807915337396, 5049333.736441859, 0.284, -0.3968, -8.4439, 2019-06-25T12:59:03, 1561467543000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5268689305620085, 6183941.827790231, 0.3853, -0.6719, -1.9983, 2019-06-25T12:59:05, 1561467545000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.4331111340041902, 12960509.467010345, -0.2703, -1.661, -11.9401, 2019-06-25T12:59:06, 1561467546000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.02297422863024158, 7244252.846216665, -0.1678, -1.6639, -11.2192, 2019-06-25T12:59:05, 1561467545000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11787729108768437, 1094767.928420105, -0.2254, -1.8882, -8.4427, 2019-06-25T12:59:04, 1561467544000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.762105150463585, 1351238.5670184686, 0.05, -1.2417, -8.0707, 2019-06-25T12:59:09, 1561467549000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012472736735930542, 3174924.6206987477, -1.27, -0.8409, 1.3483, 2019-06-25T12:59:05, 1561467545000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003077364808346764, 438875.3434849555, 0.0585, -2.4828, -8.7094, 2019-06-25T12:59:04, 1561467544000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.00040578087858848447, 1367310.7651778527, -0.0963, -1.9064, -14.5345, 2019-06-25T12:59:03, 1561467543000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.36826884848176794, 439175.0182517266, 0.2102, -2.132, 1.5565, 2019-06-25T12:59:03, 1561467543000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5698143454603284, 1039094.9267769194, -0.2534, 0.4013, -3.9302, 2019-06-25T12:59:02, 1561467542000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05737943990393439, 2081285.4988182092, 2.2102, -1.1409, 12.4425, 2019-06-25T12:59:03, 1561467543000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.001449293281667237, 77381.96349601643, 0.4275, -2.2709, -10.3799, 2019-06-25T12:59:03, 1561467543000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.021091090133652627, 211901.00756474715, 0.4325, -3.1278, -15.5766, 2019-06-25T12:59:09, 1561467549000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.029280543310509607, 2463679.1601008093, -0.387, -2.2496, -8.3276, 2019-06-25T12:59:04, 1561467544000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005295212444200498, 632329.0608569029, 3.9953, 4.5344, -2.9051, 2019-06-25T12:59:05, 1561467545000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029118929094076705, 89290.01882876006, -0.239, -0.775, -10.3578, 2019-06-25T12:59:02, 1561467542000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.003606764498326801, 20723.696286156395, -1.9633, -5.8495, -24.0876, 2019-06-25T12:59:03, 1561467543000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.3431315063334043, 1073435.2413645233, -0.241, -2.2577, -13.0053, 2019-06-25T12:59:03, 1561467543000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.0000308827579382425, 694549.6712657772, 1.5615, 32.2798, 14.5965, 2019-06-25T12:59:07, 1561467547000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.09666943954283626, 56868.980851837776, -0.164, -1.9451, -4.672, 2019-06-25T12:59:03, 1561467543000, 1h
