id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.41634026733698, 82603754.67731635, 0.2397, -1.5036, 2.8942, 2019-06-23T10:59:27, 1561287567000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 30524503.53043582, 0, 0, 0, 2019-06-23T10:59:19, 1561287559000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0015332199477580432, 10894438.49789868, 0.2452, 3.1366, -0.1847, 2019-06-23T10:59:05, 1561287545000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.45179040344971816, 15743314.344948094, -0.0513, -1.6926, -9.7964, 2019-06-23T10:59:06, 1561287546000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5636072672138885, 11524098.306763165, 0.2008, 7.6156, -1.1148, 2019-06-23T10:59:06, 1561287546000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.023881358080791167, 10157359.708817955, 0.0053, 0.9264, -7.4905, 2019-06-23T10:59:06, 1561287546000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.12171920955193825, 1169657.4447983224, 0.8644, -4.2433, 0.6727, 2019-06-23T10:59:04, 1561287544000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.7785987539422993, 2425606.0514838817, 0.3685, 6.268, -0.4285, 2019-06-23T10:59:09, 1561287549000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004187602519276991, 1764059.5744595365, 0.3291, 1.6436, -11.215, 2019-06-23T10:59:03, 1561287543000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003123926878750948, 879889.3621617885, 0.4455, 5.2608, -7.6547, 2019-06-23T10:59:05, 1561287545000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00011715486523969224, 2855003.243269126, -0.3656, 3.7946, -3.4736, 2019-06-23T10:59:04, 1561287544000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.37489180817269974, 428106.1769325165, 0.7398, 1.4074, 6.8282, 2019-06-23T10:59:02, 1561287542000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5646371059418896, 1347337.3711951794, 0.3398, -1.8206, -2.7459, 2019-06-23T10:59:03, 1561287543000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.022619200962981992, 253574.78735756196, -0.5411, 3.3682, -1.6135, 2019-06-23T10:59:10, 1561287550000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0015174590868002075, 124360.09010320895, 1.0141, 5.3936, -8.2552, 2019-06-23T10:59:04, 1561287544000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.057142513213954166, 3637018.2450725175, 0.149, 20.3255, 10.0856, 2019-06-23T10:59:04, 1561287544000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.029739310947689314, 3325454.710418898, 0.1985, 2.3761, -6.9515, 2019-06-23T10:59:03, 1561287543000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.0002988038153829206, 110011.98135669966, 0.2043, 2.7341, -6.6299, 2019-06-23T10:59:02, 1561287542000, 1h
