id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 37.04042574132809, 78251599.42233449, 0.2695, 4.2159, 7.9808, 2019-06-26T02:59:25, 1561517965000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 30330026.434024878, 0, 0, 0, 2019-06-26T02:59:22, 1561517962000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0014731291346007176, 6159251.48919183, -0.5356, -2.2321, -8.7199, 2019-06-26T02:59:04, 1561517944000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5088123788182146, 6999953.194141705, -0.5849, -1.4325, -2.6545, 2019-06-26T02:59:05, 1561517945000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.429182964178939, 13877371.04151098, -1.7143, -2.1069, -15.268, 2019-06-26T02:59:05, 1561517945000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.022647697021230175, 8184278.627478454, -0.9401, -2.8846, -11.5045, 2019-06-26T02:59:05, 1561517945000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11323625348689535, 921917.9756299123, -2.0138, -5.8109, -12.963, 2019-06-26T02:59:04, 1561517944000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.748519733273208, 1581947.9069752211, -0.1932, -1.2836, -10.4199, 2019-06-26T02:59:08, 1561517948000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012120953349405609, 3228656.782200538, -0.7287, -2.1405, -2.3332, 2019-06-26T02:59:04, 1561517944000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003030161934709274, 607964.3297317292, -0.3745, -3.3235, -10.2732, 2019-06-26T02:59:03, 1561517943000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.000391456027285935, 1585591.3366039596, -0.201, -4.978, -16.6109, 2019-06-26T02:59:03, 1561517943000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3531660545256256, 535669.1265897609, -0.7092, -6.4534, -3.328, 2019-06-26T02:59:02, 1561517942000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5620525156737674, 1098948.0520796468, -0.6467, -1.0174, -5.984, 2019-06-26T02:59:02, 1561517942000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.06151780922487487, 2916523.6142156674, 1.0676, 6.5312, 19.3832, 2019-06-26T02:59:02, 1561517942000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.020690844994029386, 236025.43379654683, -0.3679, -3.3158, -17.1533, 2019-06-26T02:59:08, 1561517948000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0014138767090316443, 87007.45338486602, -0.1736, -3.6802, -12.9717, 2019-06-26T02:59:02, 1561517942000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.029084165569316565, 2420276.52189739, -0.4869, -2.5622, -8.392, 2019-06-26T02:59:03, 1561517943000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.0056020580467902245, 837607.1633022308, -0.4343, 8.6251, 3.572, 2019-06-26T02:59:04, 1561517944000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029078774402973754, 89362.61109679616, 0.6163, -1.2188, -10.5939, 2019-06-26T02:59:02, 1561517942000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.003469632080890915, 25742.86108323539, 2.1405, -7.4115, -25.323, 2019-06-26T02:59:02, 1561517942000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.3309686923506459, 1169746.8558133019, -0.8428, -5.6389, -21.3921, 2019-06-26T02:59:03, 1561517943000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.09870880678241874, 59137.484513577154, -0.438, 0.8164, -1.9141, 2019-06-26T02:59:03, 1561517943000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.000029163247925630365, 903985.6854325747, 2.5459, 27.8472, 5.4558, 2019-06-26T02:59:07, 1561517947000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.016696484482418155, 1872396.3860674235, 0.2221, 23.0431, 23.4911, 2019-06-26T02:59:03, 1561517943000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000010662882827500669, 128920.32884139287, 1.2907, -1.8877, -9.4321, 2019-06-26T02:59:03, 1561517943000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.1009011228718576, 82184.86317727504, 0.3334, -3.3588, -7.1866, 2019-06-26T02:59:01, 1561517941000, 1h
null, V Systems, VSYS, ETH, coinmarketcap, 0.0005119355327751537, 39741.098883782965, 3.3742, 13.1827, 5.399, 2019-06-26T02:59:09, 1561517949000, 1h
null, HyperCash, HC, ETH, coinmarketcap, 0.01961153029201646, 268657.6881529442, 0.3767, 44.2855, 80.7552, 2019-06-26T02:59:02, 1561517942000, 1h
null, Lisk, LSK, ETH, coinmarketcap, 0.006670546200685513, 34131.36462962888, 2.3753, -1.3492, -13.6646, 2019-06-26T02:59:01, 1561517941000, 1h
null, Bitcoin Diamond, BCD, ETH, coinmarketcap, 0.004213099346157076, 28759.25268576406, 0.1733, -0.6089, -12.8552, 2019-06-26T02:59:03, 1561517943000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00019889419186581287, 81122.03380969647, -1.0531, -4.6372, -15.689, 2019-06-26T02:59:05, 1561517945000, 1h
null, Waves, WAVES, ETH, coinmarketcap, 0.007274155876779193, 66544.12282650256, -0.4762, -4.3887, -18.8346, 2019-06-26T02:59:02, 1561517942000, 1h
null, Bytom, BTM, ETH, coinmarketcap, 0.0006096448649598936, 147370.94699337555, -0.8702, 0.3875, -14.5018, 2019-06-26T02:59:03, 1561517943000, 1h
null, Bytecoin, BCN, ETH, coinmarketcap, 0.0000032756920715157312, 347.0013253243236, 2.8876, -1.8014, -14.1871, 2019-06-26T02:59:01, 1561517941000, 1h
null, BitShares, BTS, ETH, coinmarketcap, 0.00022121649538445515, 34344.88150616979, -1.2691, -3.3129, -4.905, 2019-06-26T02:59:01, 1561517941000, 1h
null, Nano, NANO, ETH, coinmarketcap, 0.004483353176598708, 23606.471757290423, -1.1604, -4.5359, -21.4807, 2019-06-26T02:59:02, 1561517942000, 1h
null, MonaCoin, MONA, ETH, coinmarketcap, 0.009063870368943145, 112853.50388013668, 0.5802, 3.7811, 5.3964, 2019-06-26T02:59:01, 1561517941000, 1h
null, DigiByte, DGB, ETH, coinmarketcap, 0.00004635376839071364, 5581.309715556519, -0.3928, 2.7936, -6.5341, 2019-06-26T02:59:01, 1561517941000, 1h
null, ICON, ICX, ETH, coinmarketcap, 0.0010555530334500117, 42436.85414639497, -0.3195, -5.0068, -21.8986, 2019-06-26T02:59:03, 1561517943000, 1h
null, Komodo, KMD, ETH, coinmarketcap, 0.004279892162459479, 17761.643923937932, 1.4052, -4.8477, -26.8988, 2019-06-26T02:59:02, 1561517942000, 1h
null, Aeternity, AE, ETH, coinmarketcap, 0.0017980754286691237, 160304.34813316114, 0.4788, -7.0282, -6.4912, 2019-06-26T02:59:02, 1561517942000, 1h
null, Verge, XVG, ETH, coinmarketcap, 0.000029711613906086557, 12841.663191930302, 1.8757, -0.6716, -12.5319, 2019-06-26T02:59:01, 1561517941000, 1h
null, ABBC Coin, ABBC, ETH, coinmarketcap, 0.0008924706953480625, 282853.84208217065, 0.5569, 10.9644, 34.1144, 2019-06-26T02:59:08, 1561517948000, 1h
null, GXChain, GXC, ETH, coinmarketcap, 0.007492443638589784, 151958.65098356383, 1.1822, -3.0316, -18.5689, 2019-06-26T02:59:02, 1561517942000, 1h
null, Energi, NRG, ETH, coinmarketcap, 0.025470937812469015, 7049.54432178286, -1.9484, 18.0963, 65.4624, 2019-06-26T02:59:06, 1561517946000, 1h
null, Metaverse ETP, ETP, ETH, coinmarketcap, 0.006153668816003997, 114992.73703410848, -0.5552, 0.5109, -16.9084, 2019-06-26T02:59:02, 1561517942000, 1h
null, Siacoin, SC, ETH, coinmarketcap, 0.000010551378715508865, 9323.589069509453, -0.1158, 2.0184, -9.8796, 2019-06-26T02:59:01, 1561517941000, 1h
null, Steem, STEEM, ETH, coinmarketcap, 0.001330933892858002, 6465.880827132352, 1.6269, -0.5743, -14.0148, 2019-06-26T02:59:01, 1561517941000, 1h
null, Ardor, ARDR, ETH, coinmarketcap, 0.00039091107179243406, 4069.819165009969, -0.4933, 2.3193, -11.6296, 2019-06-26T02:59:01, 1561517941000, 1h
null, THETA, THETA, ETH, coinmarketcap, 0.0004308337501653238, 29208.017730248343, 0.2637, -0.5314, -12.8711, 2019-06-26T02:59:03, 1561517943000, 1h
null, Zcoin, XZC, ETH, coinmarketcap, 0.0404241420417992, 8207.50711945218, 0.1302, -1.468, -16.0213, 2019-06-26T02:59:02, 1561517942000, 1h
null, Stratis, STRAT, ETH, coinmarketcap, 0.0031272729658408317, 9477.019497915848, 0.5993, -0.068, -14.1682, 2019-06-26T02:59:01, 1561517941000, 1h
null, Nebulas, NAS, ETH, coinmarketcap, 0.00540707764070669, 45478.29156834614, -2.8179, -5.4962, -7.028, 2019-06-26T02:59:02, 1561517942000, 1h
null, Grin, GRIN, ETH, coinmarketcap, 0.017822327929166607, 157501.92574332704, -1.434, -5.6302, -17.3067, 2019-06-26T02:59:08, 1561517948000, 1h
null, Project Pai, PAI, ETH, coinmarketcap, 0.00016767908891497343, 17570.858330858024, -1.4056, -1.012, -10.2221, 2019-06-26T02:59:05, 1561517945000, 1h
null, TrueChain, TRUE, ETH, coinmarketcap, 0.002990467893518348, 184245.60512845346, -0.601, -4.6435, -20.8103, 2019-06-26T02:59:05, 1561517945000, 1h
null, Elastos, ELA, ETH, coinmarketcap, 0.01463579293539476, 33239.893539552926, 7.0536, 11.9676, 4.623, 2019-06-26T02:59:04, 1561517944000, 1h
null, Cryptonex, CNX, ETH, coinmarketcap, 0.003937124353135703, 23671.290916882248, 0.9984, -0.0409, -27.4156, 2019-06-26T02:59:02, 1561517942000, 1h
null, ReddCoin, RDD, ETH, coinmarketcap, 0.000007535907292997029, 1303.1351964788405, -4.2594, -0.0392, -5.8248, 2019-06-26T02:59, 1561517940000, 1h
null, Horizen, ZEN, ETH, coinmarketcap, 0.03171523798724143, 3077.3884089699627, 0.3383, -3.7015, -21.0895, 2019-06-26T02:59:02, 1561517942000, 1h
null, NULS, NULS, ETH, coinmarketcap, 0.0029331106181693387, 33121.567879450806, -0.9029, -3.7927, -21.4225, 2019-06-26T02:59:03, 1561517943000, 1h
null, Ark, ARK, ETH, coinmarketcap, 0.0016039745826151378, 3367.3190832646387, 0.9111, -6.1257, -23.0665, 2019-06-26T02:59:02, 1561517942000, 1h
null, WaykiChain, WICC, ETH, coinmarketcap, 0.0009347341033156619, 7256.776575878138, 0.5221, 2.8492, -12.6667, 2019-06-26T02:59:05, 1561517945000, 1h
null, Factom, FCT, ETH, coinmarketcap, 0.01824139930601621, 729.1893542284857, -0.1242, -5.7337, -18.9369, 2019-06-26T02:59:01, 1561517941000, 1h
null, Electroneum, ETN, ETH, coinmarketcap, 0.00001743329068894378, 1142.262950110873, -0.8343, -6.8123, -16.5212, 2019-06-26T02:59:03, 1561517943000, 1h
null, Beam, BEAM, ETH, coinmarketcap, 0.006766496142974685, 241614.97360912632, -3.7055, -6.0949, 36.2663, 2019-06-26T02:59:07, 1561517947000, 1h
null, Thunder Token, TT, ETH, coinmarketcap, 0.00005518653062031782, 69208.68707401515, -1.2526, -2.3539, -26.5442, 2019-06-26T02:59:09, 1561517949000, 1h
null, Aion, AION, ETH, coinmarketcap, 0.00044057095732495227, 8921.43129767008, -0.9503, -6.2186, -27.2352, 2019-06-26T02:59:03, 1561517943000, 1h
null, Theta Fuel, TFUEL, ETH, coinmarketcap, 0.0000344871574986043, 11848.725052300137, 0.1067, -4.1702, -24.1408, 2019-06-26T02:59:07, 1561517947000, 1h
null, PIVX, PIVX, ETH, coinmarketcap, 0.002300797967622244, 2383.5309974379206, 0.5995, -4.9712, -19.9584, 2019-06-26T02:59:01, 1561517941000, 1h
null, Newton, NEW, ETH, coinmarketcap, 0.00001093279344246677, 29584.514432707285, -0.8088, -3.0434, -17.8828, 2019-06-26T02:59:10, 1561517950000, 1h
null, CyberMiles, CMT, ETH, coinmarketcap, 0.0001583794055763917, 37752.84005099078, 3.039, 7.416, -12.8408, 2019-06-26T02:59:03, 1561517943000, 1h
null, Wanchain, WAN, ETH, coinmarketcap, 0.0011753333664210556, 8138.716270635323, -0.7333, -3.54, -25.3232, 2019-06-26T02:59:04, 1561517944000, 1h
null, Ether Zero, ETZ, ETH, coinmarketcap, 0.0007509684112429687, 7336.763838651413, -0.1312, -8.7234, -28.9519, 2019-06-26T02:59:06, 1561517946000, 1h
null, Nxt, NXT, ETH, coinmarketcap, 0.000122602777577361, 3494.4064497257973, 0.4593, -0.8382, -14.0494, 2019-06-26T02:59, 1561517940000, 1h
null, Metadium, META, ETH, coinmarketcap, 0.00009753749256578822, 9494.271662235398, -0.9478, -6.0158, -21.3857, 2019-06-26T02:59:06, 1561517946000, 1h
null, MOAC, MOAC, ETH, coinmarketcap, 0.001934934729508954, 89.8593150016789, 0.3459, -3.5802, -24.1628, 2019-06-26T02:59:03, 1561517943000, 1h
null, IPChain, IPC, ETH, coinmarketcap, 0.0015220043058717778, 7317.867482367972, -0.4394, -3.1327, -33.5122, 2019-06-26T02:59:03, 1561517943000, 1h
null, CasinoCoin, CSC, ETH, coinmarketcap, 0.0000027747267350078757, 154.98560641827368, 1.2843, 1.5414, -6.0895, 2019-06-26T02:59, 1561517940000, 1h
null, Unobtanium, UNO, ETH, coinmarketcap, 0.5005216279251964, 5.025531895980845, 0.514, -0.4687, 0.4409, 2019-06-26T02:59, 1561517940000, 1h
