id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.88255426563157, 60478686.48744566, 1.0037, 2.268, 10.8875, 2019-06-20T16:59:23, 1561049963000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 21899194.641504474, 0, 0, 0, 2019-06-20T16:59:19, 1561049959000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0016018703546266935, 4518466.609042523, 0.6853, -0.5466, 3.2846, 2019-06-20T16:59:03, 1561049943000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.5129177835524273, 15181808.518048141, 2.0435, -0.1417, -1.0081, 2019-06-20T16:59:04, 1561049944000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.5354741910511076, 4757846.703492317, 0.8641, -0.5147, -2.4542, 2019-06-20T16:59:05, 1561049945000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.025331541672840564, 6374597.467807823, 0.9038, -0.8487, 0.9617, 2019-06-20T16:59:05, 1561049945000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.13633957556299456, 2356185.1384870573, -0.1472, 2.866, 0.4615, 2019-06-20T16:59:04, 1561049944000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.8069754768824992, 1282376.3466114667, 1.4738, -3.8247, -0.528, 2019-06-20T16:59:11, 1561049951000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004564469877891284, 932116.2055485084, 0.601, -2.1439, -6.2769, 2019-06-20T16:59:03, 1561049943000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003328880216946006, 565490.6908466084, 1.2944, -0.825, -6.5514, 2019-06-20T16:59:05, 1561049945000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012341965574857552, 2038947.7669670808, 0.8242, -0.9472, -3.2054, 2019-06-20T16:59:05, 1561049945000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3795195380220993, 601834.457585197, 1.2949, 3.1011, 7.9716, 2019-06-20T16:59:02, 1561049942000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5964330497844583, 927078.4526889557, 0.1719, 0.4039, -0.8771, 2019-06-20T16:59:02, 1561049942000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.02428965068441025, 200810.54513776425, 2.2821, -2.1391, 0.1406, 2019-06-20T16:59:11, 1561049951000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0015767430949751263, 164676.3553596293, 1.1667, -4.0279, -7.4471, 2019-06-20T16:59:04, 1561049944000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05043003362724252, 1309551.8069741905, 1.4735, -1.1491, -1.8151, 2019-06-20T16:59:03, 1561049943000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.031538138202943385, 2128745.6957569555, 0.198, -0.6885, -4.4003, 2019-06-20T16:59:03, 1561049943000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00032160918703965085, 102225.8712431152, 0.4583, -0.5329, -2.7793, 2019-06-20T16:59:02, 1561049942000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.004316089215099984, 29568.411088753393, 0.3264, -6.7549, -12.6496, 2019-06-20T16:59:04, 1561049944000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.40249169354347325, 1094617.537600208, 1.3813, -0.8046, 16.6213, 2019-06-20T16:59:03, 1561049943000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005271337610736688, 668501.2634660488, 1.0934, -1.2738, -5.62, 2019-06-20T16:59:07, 1561049947000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.1044685782512551, 75352.50824345148, 1.6837, 3.8024, 2.1243, 2019-06-20T16:59:05, 1561049945000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.00002674406108426044, 79753.92103242138, 0.9074, -2.1063, -8.5534, 2019-06-20T16:59:09, 1561049949000, 1h
