id, name, base, counter, api, priceUSD, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, USD, coinmarketcap, 12738.0046096, 31059998582.3121, 1.36185, 12.4745, 39.0751, 2019-06-26T09:59:26, 1561543166000, 1h
null, Ethereum, ETH, USD, coinmarketcap, 332.48344271, 11696070375.2714, 0.597799, 6.06566, 24.0579, 2019-06-26T09:59:19, 1561543159000, 1h
null, XRP, XRP, USD, coinmarketcap, 0.475846773459, 2547276347.36876, 0.410937, 1.61762, 10.1973, 2019-06-26T09:59:04, 1561543144000, 1h
null, Bitcoin Cash, BCH, USD, coinmarketcap, 490.119640147, 2610426285.25208, 0.737568, 1.89643, 18.0077, 2019-06-26T09:59:05, 1561543145000, 1h
null, Litecoin, LTC, USD, coinmarketcap, 135.719918727, 4816318773.69457, 0.481881, 0.0763723, -0.275381, 2019-06-26T09:59:03, 1561543143000, 1h
null, EOS, EOS, USD, coinmarketcap, 7.24302687592, 3224014155.15054, 0.51531, -0.193526, 5.46926, 2019-06-26T09:59:05, 1561543145000, 1h
null, Binance Coin, BNB, USD, coinmarketcap, 37.19306772, 336394115.528746, 2.1275, 1.53044, 5.93592, 2019-06-26T09:59:05, 1561543145000, 1h
null, Bitcoin SV, BSV, USD, coinmarketcap, 239.803357327, 596412476.417891, 0.552522, 0.18069, 6.97575, 2019-06-26T09:59:10, 1561543150000, 1h
null, TRON, TRX, USD, coinmarketcap, 0.0388437121483, 1093386362.90468, 0.885457, -1.80602, 16.6113, 2019-06-26T09:59:06, 1561543146000, 1h
null, Cardano, ADA, USD, coinmarketcap, 0.0982614740128, 276546244.703894, -0.0169465, 1.84224, 8.59356, 2019-06-26T09:59:05, 1561543145000, 1h
null, Stellar, XLM, USD, coinmarketcap, 0.127574708301, 585265333.361463, 1.09647, -0.20315, 1.75836, 2019-06-26T09:59:03, 1561543143000, 1h
null, Monero, XMR, USD, coinmarketcap, 105.90205694, 217191715.33197, -1.9637, -8.42533, 7.00295, 2019-06-26T09:59:01, 1561543141000, 1h
null, Dash, DASH, USD, coinmarketcap, 179.45494037, 434047033.232095, -0.0996528, 1.15644, 12.4687, 2019-06-26T09:59:02, 1561543142000, 1h
null, NEO, NEO, USD, coinmarketcap, 19.7672722935, 1103239293.0421, 1.48127, 11.6851, 42.8264, 2019-06-26T09:59:03, 1561543143000, 1h
null, IOTA, MIOTA, USD, coinmarketcap, 0.473104670089, 35359531.7135862, 1.21584, 4.67034, 8.47062, 2019-06-26T09:59:04, 1561543144000, 1h
null, Cosmos, ATOM, USD, coinmarketcap, 6.63037991087, 85395385.1427486, 0.628417, 1.43573, -1.41027, 2019-06-26T09:59:11, 1561543151000, 1h
null, Ethereum Classic, ETC, USD, coinmarketcap, 9.37523141845, 907064844.882101, 0.618301, 1.95808, 10.0908, 2019-06-26T09:59:03, 1561543143000, 1h
null, NEM, XEM, USD, coinmarketcap, 0.0959821312217, 39074404.7576132, 0.990028, 4.34679, 10.3414, 2019-06-26T09:59:02, 1561543142000, 1h
null, Ontology, ONT, USD, coinmarketcap, 1.74369606841, 296723845.483979, 1.48391, 8.94352, 20.4844, 2019-06-26T09:59:07, 1561543147000, 1h
null, Tezos, XTZ, USD, coinmarketcap, 1.10996507609, 9229763.55492018, -0.648572, -3.83442, -10.44, 2019-06-26T09:59:05, 1561543145000, 1h
null, Zcash, ZEC, USD, coinmarketcap, 106.765416583, 490255877.97999, 0.0479762, -0.560594, -5.52649, 2019-06-26T09:59:04, 1561543144000, 1h
null, Bitcoin Gold, BTG, USD, coinmarketcap, 32.3167489841, 22306827.8632906, 1.80738, 6.42609, 20.5259, 2019-06-26T09:59:05, 1561543145000, 1h
null, Qtum, QTUM, USD, coinmarketcap, 5.61145574599, 859296437.587977, 3.82475, 31.9683, 54.3663, 2019-06-26T09:59:04, 1561543144000, 1h
null, VeChain, VET, USD, coinmarketcap, 0.00935803103095, 225696196.392995, -1.12552, -4.28907, 27.3064, 2019-06-26T09:59:08, 1561543148000, 1h
null, Dogecoin, DOGE, USD, coinmarketcap, 0.00334187215048, 48796588.5421365, 0.396958, -0.988909, 6.86888, 2019-06-26T09:59:03, 1561543143000, 1h
null, Decred, DCR, USD, coinmarketcap, 34.5335268194, 39838521.638125, 1.72153, 8.39866, 21.0525, 2019-06-26T09:59:02, 1561543142000, 1h
null, V Systems, VSYS, USD, coinmarketcap, 0.158778297367, 12412371.9739527, -0.103465, 7.64505, 23.6929, 2019-06-26T09:59:10, 1561543150000, 1h
null, HyperCash, HC, USD, coinmarketcap, 5.8588927546, 106503904.649664, 6.20862, 25.8089, 94.4961, 2019-06-26T09:59:04, 1561543144000, 1h
null, Bitcoin Diamond, BCD, USD, coinmarketcap, 1.34599525777, 11987406.0397366, 0.0245366, 2.18262, 4.33519, 2019-06-26T09:59:05, 1561543145000, 1h
null, Lisk, LSK, USD, coinmarketcap, 2.04873998557, 12045953.0320084, -1.16871, -1.79847, -1.27987, 2019-06-26T09:59:02, 1561543142000, 1h
null, Ravencoin, RVN, USD, coinmarketcap, 0.0612411188755, 34591964.9107583, 0.0347989, -3.10586, -5.03714, 2019-06-26T09:59:07, 1561543147000, 1h
null, Waves, WAVES, USD, coinmarketcap, 2.30061665521, 28529645.3389875, -0.156886, -1.92647, -3.9212, 2019-06-26T09:59:03, 1561543143000, 1h
null, BitShares, BTS, USD, coinmarketcap, 0.0738828513752, 15937075.532124, 0.651831, 4.90411, 18.6549, 2019-06-26T09:59:01, 1561543141000, 1h
null, Bytom, BTM, USD, coinmarketcap, 0.191449341891, 51373412.514703, -0.863788, 1.34148, 0.893717, 2019-06-26T09:59:04, 1561543144000, 1h
null, Nano, NANO, USD, coinmarketcap, 1.42631451985, 9693452.74910234, 0.0612925, -3.29567, -6.25269, 2019-06-26T09:59:03, 1561543143000, 1h
null, Bytecoin, BCN, USD, coinmarketcap, 0.00102168314775, 148673.758177481, -1.05422, -1.64367, -0.980966, 2019-06-26T09:59:01, 1561543141000, 1h
null, MonaCoin, MONA, USD, coinmarketcap, 2.83992202173, 27052583.5589976, -0.00151543, 0.649826, 22.2633, 2019-06-26T09:59:01, 1561543141000, 1h
null, DigiByte, DGB, USD, coinmarketcap, 0.0149837751349, 2124602.6497127, 1.42449, 6.61784, 8.81602, 2019-06-26T09:59:01, 1561543141000, 1h
null, ICON, ICX, USD, coinmarketcap, 0.350617584082, 14756893.4234396, 2.09258, 1.16908, -3.19201, 2019-06-26T09:59:05, 1561543145000, 1h
null, Energi, NRG, USD, coinmarketcap, 9.18966417288, 2793014.94352539, -0.440691, 13.4485, 129.555, 2019-06-26T09:59:09, 1561543149000, 1h
null, ABBC Coin, ABBC, USD, coinmarketcap, 0.309737444575, 90086229.0750611, 0.358393, 21.5673, 75.9744, 2019-06-26T09:59:10, 1561543150000, 1h
