id, name, base, counter, api, priceUSD, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, USD, coinmarketcap, 11119.3484784, 18868003935.773, 0.651868, 4.15564, 19.9285, 2019-06-25T04:59:27, 1561438767000, 1h
null, Ethereum, ETH, USD, coinmarketcap, 311.692292135, 7830549910.56269, 0.445379, 2.5412, 14.6529, 2019-06-25T04:59:17, 1561438757000, 1h
null, XRP, XRP, USD, coinmarketcap, 0.471094950172, 1458940113.7871, 0.299327, 3.10174, 5.50617, 2019-06-25T04:59:05, 1561438745000, 1h
null, Bitcoin Cash, BCH, USD, coinmarketcap, 478.383230144, 1762027272.30427, 0.534288, 1.74449, 11.6943, 2019-06-25T04:59:06, 1561438746000, 1h
null, Litecoin, LTC, USD, coinmarketcap, 137.022323142, 3942569207.80902, 0.243822, 1.35231, 2.73842, 2019-06-25T04:59:04, 1561438744000, 1h
null, EOS, EOS, USD, coinmarketcap, 7.29160416005, 2163129749.14418, 0.51709, 2.00781, 2.98442, 2019-06-25T04:59:06, 1561438746000, 1h
null, Binance Coin, BNB, USD, coinmarketcap, 37.0873537731, 323534941.087037, -0.600461, 1.55739, 8.14954, 2019-06-25T04:59:05, 1561438745000, 1h
null, Bitcoin SV, BSV, USD, coinmarketcap, 235.679980285, 386524664.655759, 0.275791, 1.82604, 5.95111, 2019-06-25T04:59:10, 1561438750000, 1h
null, TRON, TRX, USD, coinmarketcap, 0.0387833547589, 925223508.39364, 0.0866831, 5.09294, 15.0981, 2019-06-25T04:59:06, 1561438746000, 1h
null, Cardano, ADA, USD, coinmarketcap, 0.0981379172353, 129830951.876752, 0.86153, 3.4288, 6.14128, 2019-06-25T04:59:05, 1561438745000, 1h
null, Stellar, XLM, USD, coinmarketcap, 0.128704373019, 382084017.5539, 0.0363353, 2.49199, -0.994835, 2019-06-25T04:59:04, 1561438744000, 1h
null, Monero, XMR, USD, coinmarketcap, 116.910408455, 130456681.971909, -0.039723, 3.62394, 18.6691, 2019-06-25T04:59:03, 1561438743000, 1h
null, Dash, DASH, USD, coinmarketcap, 176.746875424, 325327364.711, 0.396402, 2.39351, 10.7528, 2019-06-25T04:59:03, 1561438743000, 1h
null, Cosmos, ATOM, USD, coinmarketcap, 6.70348113087, 57399890.6081881, 0.791153, 0.464963, -2.93646, 2019-06-25T04:59:10, 1561438750000, 1h
null, IOTA, MIOTA, USD, coinmarketcap, 0.459805758325, 20543377.2662372, 0.726441, 3.81068, 5.16726, 2019-06-25T04:59:04, 1561438744000, 1h
null, NEO, NEO, USD, coinmarketcap, 17.9319741332, 677726173.680431, 0.174059, 8.31995, 28.2567, 2019-06-25T04:59:04, 1561438744000, 1h
null, Ethereum Classic, ETC, USD, coinmarketcap, 9.24937992428, 745156231.295943, 0.100585, 2.40856, 5.88258, 2019-06-25T04:59:05, 1561438745000, 1h
null, NEM, XEM, USD, coinmarketcap, 0.0927724952995, 25660949.4893113, 1.02854, 3.55582, 3.80686, 2019-06-25T04:59:03, 1561438743000, 1h
null, Ontology, ONT, USD, coinmarketcap, 1.61950451719, 157387441.268314, 0.0815, 7.19138, 7.16618, 2019-06-25T04:59:07, 1561438747000, 1h
null, Tezos, XTZ, USD, coinmarketcap, 1.17141086536, 5466579.26764724, 0.493848, -0.593334, -10.69, 2019-06-25T04:59:05, 1561438745000, 1h
null, Zcash, ZEC, USD, coinmarketcap, 108.51765709, 326022571.649399, -0.0961256, 1.36312, 5.70839, 2019-06-25T04:59:04, 1561438744000, 1h
null, Bitcoin Gold, BTG, USD, coinmarketcap, 30.4275947647, 18249193.6189096, 0.190791, 0.554545, 9.83297, 2019-06-25T04:59:05, 1561438745000, 1h
null, Qtum, QTUM, USD, coinmarketcap, 4.23124470258, 264808470.49793, -0.365337, 12.0869, 17.6216, 2019-06-25T04:59:05, 1561438745000, 1h
null, Dogecoin, DOGE, USD, coinmarketcap, 0.00337296289446, 41738227.844428, -0.00283403, 2.9787, 5.98957, 2019-06-25T04:59:03, 1561438743000, 1h
null, VeChain, VET, USD, coinmarketcap, 0.00715667197124, 88175037.479135, 0.322166, 0.589683, -2.22122, 2019-06-25T04:59:08, 1561438748000, 1h
null, Decred, DCR, USD, coinmarketcap, 31.7938926956, 19384704.6011532, -1.11529, -5.92676, 8.69862, 2019-06-25T04:59:03, 1561438743000, 1h
null, Bitcoin Diamond, BCD, USD, coinmarketcap, 1.33408180718, 7616672.74661143, 0.65226, 2.9135, -1.57631, 2019-06-25T04:59:05, 1561438745000, 1h
null, Ravencoin, RVN, USD, coinmarketcap, 0.0643488281985, 36371095.5908201, -0.842989, 1.66684, 4.81838, 2019-06-25T04:59:06, 1561438746000, 1h
null, Lisk, LSK, USD, coinmarketcap, 2.08386205629, 10529570.7005645, -0.578603, 0.200756, 0.134168, 2019-06-25T04:59:03, 1561438743000, 1h
null, Waves, WAVES, USD, coinmarketcap, 2.37074577008, 15281132.4237926, 0.401941, 1.76272, -2.26526, 2019-06-25T04:59:03, 1561438743000, 1h
null, Bytecoin, BCN, USD, coinmarketcap, 0.00108018508433, 49312.4794273328, 4.00382, 6.03302, 4.53441, 2019-06-25T04:59:02, 1561438742000, 1h
null, BitShares, BTS, USD, coinmarketcap, 0.0717056030127, 16204472.5697309, 0.622528, 11.5515, 12.747, 2019-06-25T04:59:03, 1561438743000, 1h
null, Nano, NANO, USD, coinmarketcap, 1.45749563682, 4351515.35511941, -0.289953, 0.226587, -6.36824, 2019-06-25T04:59:04, 1561438744000, 1h
null, Bytom, BTM, USD, coinmarketcap, 0.187603405894, 32725782.3124228, -0.370019, -0.313638, -5.70264, 2019-06-25T04:59:04, 1561438744000, 1h
null, HyperCash, HC, USD, coinmarketcap, 4.30722629865, 13491959.2150055, 1.26663, 18.5823, 48.2316, 2019-06-25T04:59:04, 1561438744000, 1h
null, MonaCoin, MONA, USD, coinmarketcap, 2.7228826539, 10698501.7380691, 0.0247855, 3.09678, 16.6602, 2019-06-25T04:59:02, 1561438742000, 1h
null, DigiByte, DGB, USD, coinmarketcap, 0.0140523012209, 1329507.23570965, 0.577878, 2.5428, 11.0566, 2019-06-25T04:59:02, 1561438742000, 1h
null, ICON, ICX, USD, coinmarketcap, 0.345785213458, 8873172.3087649, 0.457416, 3.34891, -4.72181, 2019-06-25T04:59:05, 1561438745000, 1h
null, Aeternity, AE, USD, coinmarketcap, 0.598015128425, 85562151.7358571, 0.102099, 10.9048, 12.3144, 2019-06-25T04:59:04, 1561438744000, 1h
null, Komodo, KMD, USD, coinmarketcap, 1.38737069313, 3613607.1719263, 0.166509, 3.8755, -13.2504, 2019-06-25T04:59:03, 1561438743000, 1h
null, Verge, XVG, USD, coinmarketcap, 0.00924763146788, 3121493.48527195, -0.198915, 0.351123, 0.144822, 2019-06-25T04:59:03, 1561438743000, 1h
null, GXChain, GXC, USD, coinmarketcap, 2.37579085536, 49489670.1253046, 0.146382, -11.2213, 2.71056, 2019-06-25T04:59:04, 1561438744000, 1h
null, Metaverse ETP, ETP, USD, coinmarketcap, 1.91455327948, 28437739.3994896, 0.78665, 4.24284, 0.145869, 2019-06-25T04:59:04, 1561438744000, 1h
null, Steem, STEEM, USD, coinmarketcap, 0.418729061185, 1163191.2333654, 0.161855, 3.81289, 0.878829, 2019-06-25T04:59:03, 1561438743000, 1h
null, Siacoin, SC, USD, coinmarketcap, 0.00323396207907, 2251872.5598301, 0.552299, 2.28945, 1.36344, 2019-06-25T04:59:03, 1561438743000, 1h
null, Energi, NRG, USD, coinmarketcap, 7.58312209146, 1770879.06511474, 13.7563, 34.1129, 78.8856, 2019-06-25T04:59:08, 1561438748000, 1h
null, ABBC Coin, ABBC, USD, coinmarketcap, 0.257493906921, 68027811.0715351, 0.68911, 16.5197, 41.6243, 2019-06-25T04:59:09, 1561438749000, 1h
null, Ardor, ARDR, USD, coinmarketcap, 0.121443435325, 1503315.74435977, 1.71131, 4.44629, 15.0332, 2019-06-25T04:59:03, 1561438743000, 1h
null, THETA, THETA, USD, coinmarketcap, 0.135545100992, 3705360.54881539, 0.921959, 3.7232, 3.98718, 2019-06-25T04:59:06, 1561438746000, 1h
null, Zcoin, XZC, USD, coinmarketcap, 12.6847074028, 2978087.00849776, 0.0744123, -1.10852, 6.54948, 2019-06-25T04:59:04, 1561438744000, 1h
null, Stratis, STRAT, USD, coinmarketcap, 0.978878923955, 2015133.09283366, 0.497595, 3.28377, -0.517317, 2019-06-25T04:59:03, 1561438743000, 1h
null, Nebulas, NAS, USD, coinmarketcap, 1.7792032691, 23816462.3492726, 1.6779, 3.35454, 15.6918, 2019-06-25T04:59:04, 1561438744000, 1h
null, Grin, GRIN, USD, coinmarketcap, 5.95031525908, 49951423.0816448, 1.50933, -1.65408, -1.68792, 2019-06-25T04:59:10, 1561438750000, 1h
null, TrueChain, TRUE, USD, coinmarketcap, 0.975830123795, 58089333.4249345, 0.643014, -0.714852, -6.82581, 2019-06-25T04:59:06, 1561438746000, 1h
