id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 34.13492699818684, 51004297.17364658, -0.0176, -0.3164, 7.4605, 2019-06-19T21:59:23, 1560981563000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 20516086.20340098, 0, 0, 0, 2019-06-19T21:59:17, 1560981557000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0016174391087669408, 4194823.743728478, 0.4047, 0.2893, 3.4875, 2019-06-19T21:59:03, 1560981543000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.5203056779685566, 14513984.64471034, 0.2102, 2.7572, -3.065, 2019-06-19T21:59:04, 1560981544000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.542278435002253, 4838420.757361644, 0.2097, 0.0697, 0.1062, 2019-06-19T21:59:06, 1560981546000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.025510098479594616, 5316359.394698167, -0.0793, -0.0321, 2.1293, 2019-06-19T21:59:05, 1560981545000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.13195312790943467, 1822083.826614043, 0.0348, 1.6202, -1.1839, 2019-06-19T21:59:06, 1560981546000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.83083911802528, 1132604.4996350645, 0.1606, -0.0961, 11.9756, 2019-06-19T21:59:10, 1560981550000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.0004613998710194198, 841104.7768847254, -0.8249, -1.8637, -6.3472, 2019-06-19T21:59:02, 1560981542000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.00033558668295424505, 448311.3462366044, 0.1544, -1.0449, -8.837, 2019-06-19T21:59:05, 1560981545000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012465806415801913, 1908496.0333680848, -0.0621, 0.799, -3.3974, 2019-06-19T21:59:05, 1560981545000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.37333424788592123, 897965.5130697356, 0.2454, 2.682, 6.8014, 2019-06-19T21:59:02, 1560981542000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5989787853586659, 1017176.2200907078, 0.3071, -0.2819, 0.7793, 2019-06-19T21:59:02, 1560981542000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.024685309472380186, 168587.63847726875, -0.3697, 0.193, 2.788, 2019-06-19T21:59:11, 1560981551000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.0016336809279083667, 116868.05157384946, 0.0481, 0.3058, -4.7599, 2019-06-19T21:59:03, 1560981543000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05151103604370743, 1317338.1855465986, -0.0286, 1.1215, 2.6908, 2019-06-19T21:59:04, 1560981544000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.031633926350441974, 2127733.6525360863, -0.2301, -0.1618, -4.5755, 2019-06-19T21:59:04, 1560981544000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.004609608477510707, 21216.868711384566, 0.365, -2.2482, -6.5322, 2019-06-19T21:59:05, 1560981545000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00032312883813692553, 75497.08996237902, 0.1942, -0.5739, -3.76, 2019-06-19T21:59:02, 1560981542000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.4121193227380186, 1523117.7267441428, 0.1243, 0.1962, 19.0386, 2019-06-19T21:59:04, 1560981544000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005370784398438685, 400795.6107529382, 0.352, -0.405, -3.6772, 2019-06-19T21:59:08, 1560981548000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.10180876835212932, 73468.07515032776, 0.413, 0.7159, -0.5473, 2019-06-19T21:59:05, 1560981545000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.00002724769755154509, 68465.66832177276, 0.0514, -0.4211, -8.6964, 2019-06-19T21:59:09, 1560981549000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000011698183375550424, 200016.48577290072, 0.4217, -0.9607, -2.4069, 2019-06-19T21:59:03, 1560981543000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.013324115236534219, 758653.4606943828, -0.1344, -0.5895, 6.1896, 2019-06-19T21:59:04, 1560981544000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10574700254480461, 7487.365955357066, 0.3121, -2.6823, -4.2126, 2019-06-19T21:59:02, 1560981542000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00024298178898734177, 78939.37659813218, 0.251, 4.5681, -4.8557, 2019-06-19T21:59:07, 1560981547000, 1h
null, Lisk, LSK, ETH, coinmarketcap, 0.007706978988788783, 25215.38982556215, -0.3187, -0.3647, -5.9151, 2019-06-19T21:59:02, 1560981542000, 1h
null, Waves, WAVES, ETH, coinmarketcap, 0.008995182007401414, 101543.91278913799, -0.1454, 0.6468, -5.6292, 2019-06-19T21:59:03, 1560981543000, 1h
null, Bitcoin Diamond, BCD, ETH, coinmarketcap, 0.0047713542395657555, 15973.408124157084, -0.0359, -0.4303, -1.4373, 2019-06-19T21:59:06, 1560981546000, 1h
null, Nano, NANO, ETH, coinmarketcap, 0.005697693803322319, 10646.595932943625, 0.2144, -0.5661, -7.9072, 2019-06-19T21:59:03, 1560981543000, 1h
null, Bytom, BTM, ETH, coinmarketcap, 0.0007091480307566918, 53488.47578863478, 0.1581, -0.9848, 29.3371, 2019-06-19T21:59:04, 1560981544000, 1h
null, Bytecoin, BCN, ETH, coinmarketcap, 0.0000036902078198208553, 277.9642098487584, -2.2283, 0.3977, -0.9714, 2019-06-19T21:59:01, 1560981541000, 1h
null, Komodo, KMD, ETH, coinmarketcap, 0.005835010645867789, 11250.174346676959, 0.3706, -0.1715, -9.9729, 2019-06-19T21:59:03, 1560981543000, 1h
null, ICON, ICX, ETH, coinmarketcap, 0.0013683707637259278, 28985.70080078859, -0.2025, 1.4514, -11.7476, 2019-06-19T21:59:06, 1560981546000, 1h
null, BitShares, BTS, ETH, coinmarketcap, 0.00023230521612499613, 19808.154683664605, -0.7512, 0.1786, -3.8947, 2019-06-19T21:59:02, 1560981542000, 1h
null, DigiByte, DGB, ETH, coinmarketcap, 0.00005372287865563324, 9640.741917443263, 1.6522, 11.0683, 8.2371, 2019-06-19T21:59:02, 1560981542000, 1h
null, MonaCoin, MONA, ETH, coinmarketcap, 0.008790906065206647, 64389.31305585809, 0.9688, 5.1676, 13.9165, 2019-06-19T21:59:01, 1560981541000, 1h
null, Metaverse ETP, ETP, ETH, coinmarketcap, 0.007689090655582804, 110366.65978608534, 0.0241, 3.7347, 9.1683, 2019-06-19T21:59:03, 1560981543000, 1h
null, Verge, XVG, ETH, coinmarketcap, 0.00003436501619915586, 10079.6661324747, 0.4219, 1.0447, -3.6656, 2019-06-19T21:59:02, 1560981542000, 1h
null, GXChain, GXC, ETH, coinmarketcap, 0.008963389002832296, 51993.526481597124, -0.0995, -0.1232, -0.239, 2019-06-19T21:59:04, 1560981544000, 1h
null, Aeternity, AE, ETH, coinmarketcap, 0.0019682066284328775, 151612.70780669217, 0.0392, 2.2603, -0.9886, 2019-06-19T21:59:03, 1560981543000, 1h
null, HyperCash, HC, ETH, coinmarketcap, 0.012009049971204706, 62991.14502434944, 0.3592, 14.8344, 37.5205, 2019-06-19T21:59:04, 1560981544000, 1h
null, Steem, STEEM, ETH, coinmarketcap, 0.0015514839919568324, 4885.189339391395, 0.3385, 0.3277, -7.6085, 2019-06-19T21:59:02, 1560981542000, 1h
