id, name, base, counter, api, priceUSD, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, USD, coinmarketcap, 11331.4700076, 21195388969.0822, 0.241684, 4.09296, 23.2998, 2019-06-25T12:59:28, 1561467568000, 1h
null, Ethereum, ETH, USD, coinmarketcap, 313.559529344, 8450708079.90235, 0.214088, 1.69819, 16.4314, 2019-06-25T12:59:18, 1561467558000, 1h
null, XRP, XRP, USD, coinmarketcap, 0.469549372195, 1583266709.89949, 0.498658, 1.29469, 6.60008, 2019-06-25T12:59:03, 1561467543000, 1h
null, Bitcoin Cash, BCH, USD, coinmarketcap, 478.764303237, 1939033889.01258, 0.600211, 1.01486, 14.1048, 2019-06-25T12:59:05, 1561467545000, 1h
null, Litecoin, LTC, USD, coinmarketcap, 135.806123332, 4063891248.53422, -0.0568017, 0.00896176, 2.52934, 2019-06-25T12:59:06, 1561467546000, 1h
null, EOS, EOS, USD, coinmarketcap, 7.20378831634, 2271504512.90863, 0.0459044, 0.00603303, 3.36871, 2019-06-25T12:59:05, 1561467545000, 1h
null, Binance Coin, BNB, USD, coinmarketcap, 36.9615479138, 343274916.376314, -0.01176, -0.222118, 6.60145, 2019-06-25T12:59:04, 1561467544000, 1h
null, Bitcoin SV, BSV, USD, coinmarketcap, 238.96533229, 423693729.105772, 0.26418, 0.435433, 7.03453, 2019-06-25T12:59:09, 1561467549000, 1h
null, TRON, TRX, USD, coinmarketcap, 0.0391094546055, 995527869.768977, -1.0586, 0.843009, 18.0013, 2019-06-25T12:59:05, 1561467545000, 1h
null, Cardano, ADA, USD, coinmarketcap, 0.0964937060925, 137613546.143829, 0.272744, -0.82674, 6.29092, 2019-06-25T12:59:04, 1561467544000, 1h
null, Stellar, XLM, USD, coinmarketcap, 0.127236461307, 428733319.996152, 0.117596, -0.240585, -0.49127, 2019-06-25T12:59:03, 1561467543000, 1h
null, Monero, XMR, USD, coinmarketcap, 115.474206802, 137707512.022654, 0.424709, -0.47, 18.2436, 2019-06-25T12:59:03, 1561467543000, 1h
null, Dash, DASH, USD, coinmarketcap, 178.670717976, 325818116.183909, -0.0398535, 2.10629, 11.8554, 2019-06-25T12:59:02, 1561467542000, 1h
null, NEO, NEO, USD, coinmarketcap, 17.9918701703, 652606901.43993, 2.42904, 0.537955, 30.9184, 2019-06-25T12:59:03, 1561467543000, 1h
null, IOTA, MIOTA, USD, coinmarketcap, 0.454439719281, 24263852.0535255, 0.642504, -0.611249, 4.3459, 2019-06-25T12:59:03, 1561467543000, 1h
null, Cosmos, ATOM, USD, coinmarketcap, 6.61331229566, 66443580.1995215, 0.647531, -1.48271, -1.70467, 2019-06-25T12:59:09, 1561467549000, 1h
null, Ethereum Classic, ETC, USD, coinmarketcap, 9.18119337938, 772510077.895831, -0.173693, -0.589566, 6.73541, 2019-06-25T12:59:04, 1561467544000, 1h
null, Ontology, ONT, USD, coinmarketcap, 1.66036432178, 198272802.712824, 4.21791, 6.30961, 13.049, 2019-06-25T12:59:05, 1561467545000, 1h
null, NEM, XEM, USD, coinmarketcap, 0.0913051770174, 27997736.2790629, -0.02544, 0.910059, 4.37169, 2019-06-25T12:59:02, 1561467542000, 1h
null, Tezos, XTZ, USD, coinmarketcap, 1.13093537855, 6498112.4537552, -1.75342, -4.25062, -11.6141, 2019-06-25T12:59:03, 1561467543000, 1h
null, Zcash, ZEC, USD, coinmarketcap, 107.592153629, 336585849.063523, -0.0273909, -0.597872, 1.28914, 2019-06-25T12:59:03, 1561467543000, 1h
null, VeChain, VET, USD, coinmarketcap, 0.00968358304396, 217782668.028127, 1.7789, 34.5262, 33.4263, 2019-06-25T12:59:07, 1561467547000, 1h
null, Bitcoin Gold, BTG, USD, coinmarketcap, 30.311623965, 17831810.8701752, 0.0497247, -0.279921, 10.9917, 2019-06-25T12:59:03, 1561467543000, 1h
null, Qtum, QTUM, USD, coinmarketcap, 4.40450829961, 281423734.734758, 2.98743, 11.8, 23.1864, 2019-06-25T12:59:03, 1561467543000, 1h
null, Dogecoin, DOGE, USD, coinmarketcap, 0.00337333759186, 40191614.6493296, 0.0822188, 1.33802, 6.91453, 2019-06-25T12:59:02, 1561467542000, 1h
null, Decred, DCR, USD, coinmarketcap, 31.7969849848, 16265293.9937739, 0.101196, -4.06861, 8.87039, 2019-06-25T12:59:02, 1561467542000, 1h
null, Lisk, LSK, USD, coinmarketcap, 2.09011268005, 10412911.9853144, 0.728687, 0.613461, 0.97294, 2019-06-25T12:59:02, 1561467542000, 1h
null, Bitcoin Diamond, BCD, USD, coinmarketcap, 1.32161904067, 7582359.24743637, 0.208067, -0.272519, 0.83628, 2019-06-25T12:59:04, 1561467544000, 1h
null, Ravencoin, RVN, USD, coinmarketcap, 0.0634497155736, 25851516.9585703, -0.100823, -4.13068, 4.72802, 2019-06-25T12:59:06, 1561467546000, 1h
null, Waves, WAVES, USD, coinmarketcap, 2.3252868718, 15614730.0407537, 0.109911, -2.28105, -3.43427, 2019-06-25T12:59:04, 1561467544000, 1h
null, HyperCash, HC, USD, coinmarketcap, 4.70179695562, 31428734.5918846, -0.977583, 23.6737, 67.9134, 2019-06-25T12:59:03, 1561467543000, 1h
null, Nano, NANO, USD, coinmarketcap, 1.47413600196, 4961151.49911205, 0.0782861, -0.816576, -4.20526, 2019-06-25T12:59:02, 1561467542000, 1h
null, BitShares, BTS, USD, coinmarketcap, 0.0700510174611, 14355502.8249166, 0.00171651, 4.01063, 12.4002, 2019-06-25T12:59:02, 1561467542000, 1h
null, Bytom, BTM, USD, coinmarketcap, 0.188025217258, 39887136.2971441, 0.101336, 0.105354, -1.9363, 2019-06-25T12:59:03, 1561467543000, 1h
null, MonaCoin, MONA, USD, coinmarketcap, 2.83588124413, 26207350.2654406, 0.981693, 4.57915, 22.6647, 2019-06-25T12:59:01, 1561467541000, 1h
null, Bytecoin, BCN, USD, coinmarketcap, 0.00101109936229, 68573.4537088091, -3.10514, -0.927676, -0.277948, 2019-06-25T12:59:01, 1561467541000, 1h
null, DigiByte, DGB, USD, coinmarketcap, 0.0139196855191, 1406522.16397371, 3.00085, -0.0605139, 11.1174, 2019-06-25T12:59:01, 1561467541000, 1h
null, ICON, ICX, USD, coinmarketcap, 0.345474385861, 10765885.4819924, 0.752264, -0.195396, -3.68155, 2019-06-25T12:59:03, 1561467543000, 1h
null, Komodo, KMD, USD, coinmarketcap, 1.36443208509, 4724754.55209866, 0.8776, 1.3503, -12.7182, 2019-06-25T12:59:02, 1561467542000, 1h
null, Aeternity, AE, USD, coinmarketcap, 0.561264774358, 61332842.3856089, 0.50841, -5.24863, 8.21521, 2019-06-25T12:59:03, 1561467543000, 1h
null, Verge, XVG, USD, coinmarketcap, 0.00950285286058, 4049402.09670484, 1.50217, 1.85824, 4.40299, 2019-06-25T12:59:01, 1561467541000, 1h
null, Energi, NRG, USD, coinmarketcap, 8.22768514265, 2117278.52675152, 1.62109, 43.133, 97.5876, 2019-06-25T12:59:07, 1561467547000, 1h
null, GXChain, GXC, USD, coinmarketcap, 2.37783764951, 52571305.2032193, -0.276496, -10.2179, -0.305716, 2019-06-25T12:59:02, 1561467542000, 1h
null, Metaverse ETP, ETP, USD, coinmarketcap, 1.96448808683, 32161213.7392164, 0.53058, 3.91349, -1.13628, 2019-06-25T12:59:02, 1561467542000, 1h
null, Siacoin, SC, USD, coinmarketcap, 0.00328085458987, 2288585.92849366, 0.510059, 0.950704, 4.13023, 2019-06-25T12:59:02, 1561467542000, 1h
null, Steem, STEEM, USD, coinmarketcap, 0.413276432816, 1591899.93905845, 0.164909, 1.16251, 0.596194, 2019-06-25T12:59:02, 1561467542000, 1h
