id, name, base, counter, api, priceETH, volume24h, percentChange1h,percentChange24h, percentChange7d, dateTimeUSD, milisec, timeframe
null, Bitcoin, BTC, ETH, coinmarketcap, 36.17117752828385, 67703016.23939791, 0.1047, 2.707, 5.9546, 2019-06-25T10:59:27, 1561460367000, 1h
null, Ethereum, ETH, ETH, coinmarketcap, 1, 27046745.2358823, 0, 0, 0, 2019-06-25T10:59:19, 1561460359000, 1h
null, XRP, XRP, ETH, coinmarketcap, 0.0014910255301337422, 4953603.080491402, -0.1466, -0.7167, -9.0307, 2019-06-25T10:59:03, 1561460343000, 1h
null, Bitcoin Cash, BCH, ETH, coinmarketcap, 1.532617028449996, 6035751.52354497, -0.0969, -0.4706, -1.917, 2019-06-25T10:59:04, 1561460344000, 1h
null, Litecoin, LTC, ETH, coinmarketcap, 0.43149821540942673, 13193610.476428144, -0.2469, -2.4234, -11.9078, 2019-06-25T10:59:04, 1561460344000, 1h
null, EOS, EOS, ETH, coinmarketcap, 0.023088771736465438, 7143993.874290884, -0.3458, -1.284, -10.941, 2019-06-25T10:59:03, 1561460343000, 1h
null, Binance Coin, BNB, ETH, coinmarketcap, 0.11757025736994385, 1094644.8504892138, 0.5928, -2.7686, -8.4361, 2019-06-25T10:59:03, 1561460343000, 1h
null, Bitcoin SV, BSV, ETH, coinmarketcap, 0.7649890461745775, 1348622.7203450524, 0.4147, -1.2939, -7.4069, 2019-06-25T10:59:10, 1561460350000, 1h
null, TRON, TRX, ETH, coinmarketcap, 0.00012585060533775968, 3227995.6821916252, -0.1386, -0.0805, 1.9895, 2019-06-25T10:59:05, 1561460345000, 1h
null, Cardano, ADA, ETH, coinmarketcap, 0.0003073465409208831, 457720.81804064906, -0.3178, -1.5916, -8.9555, 2019-06-25T10:59:03, 1561460343000, 1h
null, Stellar, XLM, ETH, coinmarketcap, 0.00040971275018145977, 1341153.4851346305, 0.2584, -1.1837, -13.9129, 2019-06-25T10:59:02, 1561460342000, 1h
null, Monero, XMR, ETH, coinmarketcap, 0.3689529282167911, 443919.7329060483, -0.0796, -2.0999, 1.6863, 2019-06-25T10:59:01, 1561460341000, 1h
null, Dash, DASH, ETH, coinmarketcap, 0.5661621438001008, 1051040.0819043287, 0.0324, -0.4702, -4.0495, 2019-06-25T10:59:02, 1561460342000, 1h
null, IOTA, MIOTA, ETH, coinmarketcap, 0.001437023006086429, 79389.0550863781, -0.205, -2.9616, -10.9518, 2019-06-25T10:59:02, 1561460342000, 1h
null, NEO, NEO, ETH, coinmarketcap, 0.05635259539963903, 2104668.260613171, -0.1584, -2.0143, 10.4657, 2019-06-25T10:59:03, 1561460343000, 1h
null, Cosmos, ATOM, ETH, coinmarketcap, 0.020786570226517382, 200979.7673158304, -0.344, -4.9261, -16.9681, 2019-06-25T10:59:10, 1561460350000, 1h
null, Ethereum Classic, ETC, ETH, coinmarketcap, 0.029331128844935227, 2499965.720502329, -0.0231, -1.5856, -8.4129, 2019-06-25T10:59:03, 1561460343000, 1h
null, NEM, XEM, ETH, coinmarketcap, 0.00029184394068036777, 87375.41577506205, -0.6423, -0.7946, -10.3258, 2019-06-25T10:59:01, 1561460341000, 1h
null, Ontology, ONT, ETH, coinmarketcap, 0.005101771005933478, 534105.179605533, 0.2627, 1.5548, -6.9259, 2019-06-25T10:59:05, 1561460345000, 1h
null, Tezos, XTZ, ETH, coinmarketcap, 0.003674922192224699, 19489.087899652564, -0.228, -4.6603, -23.1572, 2019-06-25T10:59:03, 1561460343000, 1h
null, Zcash, ZEC, ETH, coinmarketcap, 0.34172519573961685, 1080619.9206168042, -0.1482, -3.041, -12.3743, 2019-06-25T10:59:02, 1561460342000, 1h
null, VeChain, VET, ETH, coinmarketcap, 0.00003174327463547478, 657545.2933915926, -0.4098, 34.9667, 17.8679, 2019-06-25T10:59:07, 1561460347000, 1h
null, Bitcoin Gold, BTG, ETH, coinmarketcap, 0.09681923498115798, 58885.96252484533, -0.0984, -1.9039, -4.7215, 2019-06-25T10:59:03, 1561460343000, 1h
null, Qtum, QTUM, ETH, coinmarketcap, 0.013591986766420167, 867816.265633098, 1.2577, 7.3855, 2.6332, 2019-06-25T10:59:03, 1561460343000, 1h
null, Dogecoin, DOGE, ETH, coinmarketcap, 0.000010776250301810684, 131777.78565469797, 0.1086, -0.047, -8.0087, 2019-06-25T10:59:02, 1561460342000, 1h
null, Decred, DCR, ETH, coinmarketcap, 0.10258835147140823, 58556.61690116544, 0.9802, -4.0871, -5.3794, 2019-06-25T10:59:01, 1561460341000, 1h
null, Bitcoin Diamond, BCD, ETH, coinmarketcap, 0.004206829303665808, 25442.886608037665, -0.0008, -1.5445, -14.1755, 2019-06-25T10:59:03, 1561460343000, 1h
null, Lisk, LSK, ETH, coinmarketcap, 0.006625164919176962, 32882.134244333036, -0.4482, -2.9057, -13.4853, 2019-06-25T10:59:01, 1561460341000, 1h
null, Ravencoin, RVN, ETH, coinmarketcap, 0.00020268366497242928, 88354.59832416226, -0.5505, -6.4281, -10.0068, 2019-06-25T10:59:05, 1561460345000, 1h
null, Waves, WAVES, ETH, coinmarketcap, 0.0074362579544707446, 50505.656293042935, -0.6599, -3.6168, -16.835, 2019-06-25T10:59:02, 1561460342000, 1h
null, HyperCash, HC, ETH, coinmarketcap, 0.015378186554362589, 85132.84077770502, 5.367, 24.802, 46.8086, 2019-06-25T10:59:02, 1561460342000, 1h
null, Nano, NANO, ETH, coinmarketcap, 0.004738127503201367, 15388.756989272399, 0.9061, -2.3575, -17.0209, 2019-06-25T10:59:02, 1561460342000, 1h
null, BitShares, BTS, ETH, coinmarketcap, 0.0002236923704544009, 49234.82297844487, -0.6538, 3.2178, -3.6101, 2019-06-25T10:59:01, 1561460341000, 1h
null, Bytom, BTM, ETH, coinmarketcap, 0.0006025473275490139, 123296.5514425779, 0.3653, -1.1832, -15.6731, 2019-06-25T10:59:03, 1561460343000, 1h
null, MonaCoin, MONA, ETH, coinmarketcap, 0.009026466727166439, 84697.15876475596, 0.3694, 2.1807, 3.9326, 2019-06-25T10:59:01, 1561460341000, 1h
null, Bytecoin, BCN, ETH, coinmarketcap, 0.000003210403271808346, 182.66245276312193, -2.5139, -2.0083, -15.264, 2019-06-25T10:59:01, 1561460341000, 1h
null, DigiByte, DGB, ETH, coinmarketcap, 0.000044850017329846365, 3902.672858422043, 0.173, -0.0867, -2.7696, 2019-06-25T10:59, 1561460340000, 1h
null, ICON, ICX, ETH, coinmarketcap, 0.0011024848180836149, 34249.94032110857, 0.0204, -1.9522, -17.2624, 2019-06-25T10:59:03, 1561460343000, 1h
null, Komodo, KMD, ETH, coinmarketcap, 0.004295876958275593, 14341.3664034283, -0.5295, -1.3818, -26.0091, 2019-06-25T10:59:02, 1561460342000, 1h
null, Aeternity, AE, ETH, coinmarketcap, 0.0017895620405222548, 196101.7551959248, 0.083, -8.4332, -7.5325, 2019-06-25T10:59:02, 1561460342000, 1h
null, Verge, XVG, ETH, coinmarketcap, 0.000029717971591546543, 12455.403534181236, -0.2671, -2.3278, -12.1444, 2019-06-25T10:59:01, 1561460341000, 1h
null, GXChain, GXC, ETH, coinmarketcap, 0.007607294326967468, 170387.93932825798, -0.2751, -10.2951, -13.361, 2019-06-25T10:59:02, 1561460342000, 1h
null, Energi, NRG, ETH, coinmarketcap, 0.026172843456301817, 6155.486080778908, 0.9882, 39.8421, 68.6435, 2019-06-25T10:59:08, 1561460348000, 1h
null, Metaverse ETP, ETP, ETH, coinmarketcap, 0.006245715559221262, 104505.47420682083, -0.099, 4.2058, -14.6542, 2019-06-25T10:59:02, 1561460342000, 1h
null, Siacoin, SC, ETH, coinmarketcap, 0.000010488066435682886, 8067.987493076069, 1.0371, -0.3763, -10.374, 2019-06-25T10:59:01, 1561460341000, 1h
null, Steem, STEEM, ETH, coinmarketcap, 0.001308231168863337, 4881.1758945885285, -1.0364, -1.0896, -14.1001, 2019-06-25T10:59:01, 1561460341000, 1h
null, ABBC Coin, ABBC, ETH, coinmarketcap, 0.0008220853471120902, 222233.46940615418, 0.56, 13.3461, 24.2769, 2019-06-25T10:59:09, 1561460349000, 1h
null, Ardor, ARDR, ETH, coinmarketcap, 0.0003824660833752315, 8516.783185248956, -2.3607, 0.7884, -4.083, 2019-06-25T10:59:01, 1561460341000, 1h
null, THETA, THETA, ETH, coinmarketcap, 0.00043808854472002164, 17061.758568701043, 0.6451, 0.1894, -7.948, 2019-06-25T10:59:04, 1561460344000, 1h
null, Zcoin, XZC, ETH, coinmarketcap, 0.040389812678692114, 9455.245863266868, 0.2396, -4.6839, -8.6993, 2019-06-25T10:59:01, 1561460341000, 1h
null, Stratis, STRAT, ETH, coinmarketcap, 0.0030874158927568086, 8291.241698133403, -0.1221, -0.5093, -14.5896, 2019-06-25T10:59:02, 1561460342000, 1h
null, Nebulas, NAS, ETH, coinmarketcap, 0.005318553958696198, 76997.50756028977, -1.9218, -11.868, -6.657, 2019-06-25T10:59:02, 1561460342000, 1h
null, Grin, GRIN, ETH, coinmarketcap, 0.018411184629894536, 149330.23210931738, -0.5158, -3.9064, -13.3212, 2019-06-25T10:59:10, 1561460350000, 1h
null, TrueChain, TRUE, ETH, coinmarketcap, 0.0030712995781092653, 180636.67481618738, -0.4751, -3.1421, -19.7658, 2019-06-25T10:59:04, 1561460344000, 1h
